id;festival;categoria;año;premiado_a;director
2039;Premios Guldbagge (Suecia) ; Mejor película: ;2004; Evil (Ondskan) ; Eva Melander
2040;Premios Guldbagge (Suecia) ; Mejor película: ;2003; Lilja Forever (Lilja 4-ever) ; Eero Milonoff
2041;Premios Guldbagge (Suecia) ; Mejor película: ;2002; Tan blanca como la nieve ; Viktor Åkerblom
2042;Premios Guldbagge (Suecia) ; Mejor película: ;2001; Canciones del segundo piso ; Tarik Saleh
2043;Premios Guldbagge (Suecia) ; Mejor película: ;2000; Tsatsiki ; Fares Fares
2044;Premios Guldbagge (Suecia) ; Mejor película: ;1999; Fucking Amal ; Tareq Abdalla
2045;Premios Guldbagge (Suecia) ; Mejor película: ;1998; Tic Tac ; Yasser Ali Maher
2046;Premios Guldbagge (Suecia) ; Mejor película: ;1997; Hamsun ; Johannes Nyholm
2047;Premios Guldbagge (Suecia) ; Mejor película: ;1996; La belleza de las cosas ; Christian Andrén
2048;Premios Guldbagge (Suecia) ; Mejor película: ;1995; A Pizza in Jordbro (TV) ; Johan Kylén
2049;Premios Guldbagge (Suecia) ; Mejor película: ;1994; Locuras de muchachos ; Anna Bjelkerud
2050;Premios Guldbagge (Suecia) ; Mejor película: ;1993; House of Angels ; Magnus von Horn
2051;Premios Guldbagge (Suecia) ; Mejor película: ;1992; Il capitano: A Swedish Requiem ; Ulrik Munther
2052;Premios Guldbagge (Suecia) ; Mejor película: ;1991; Good Evening, Mr. Wallenberg ; Mats Blomgren
2053;Premios Guldbagge (Suecia) ; Mejor película: ;1990; The Miracle in Valby ; Loa Ek
2054;Premios Guldbagge (Suecia) ; Mejor película: ;1989; Back to Ararat ; Ruben Östlund
2055;Premios Guldbagge (Suecia) ; Mejor película: ;1988; Katinka ; Johannes Kuhnke
2056;Premios Guldbagge (Suecia) ; Mejor película: ;1987; Pelle el conquistador ; Lisa Loven
2057;Premios Guldbagge (Suecia) ; Mejor película: ;1986; Sacrificio ; Vincent Wettergren
2058;Premios Guldbagge (Suecia) ; Mejor película: ;1985; Mi vida como un perro ; Anna Odell
2059;Premios Guldbagge (Suecia) ; Mejor película: ;1984; Beyond Sorrow, Beyond Pain ; Anna Odell
2060;Premios Guldbagge (Suecia) ; Mejor película: ;1983; Fanny y Alexander ; Sandra Andreis
2061;Premios Guldbagge (Suecia) ; Mejor película: ;1982; El asesino cándido ; Kamila Benhamza
2062;Premios Guldbagge (Suecia) ; Mejor película: ;1981; Barnens ö ; Gabriela Pichler
2063;Premios Guldbagge (Suecia) ; Mejor película: ;1980; To Be a Millionaire ; Nermina Lukac
2064;Premios Guldbagge (Suecia) ; Mejor película: ;1979; A Decent Life ; Milan Dragisic
2065;Premios Guldbagge (Suecia) ; Mejor película: ;1978; Las aventuras de Picasso ; Jonathan Lampinen
2066;Premios Guldbagge (Suecia) ; Mejor película: ;1977; Un hombre en el tejado ; Lisa Aschan
2067;Premios Guldbagge (Suecia) ; Mejor película: ;1976; Release the Prisoners to Spring ; Mathilda Paradeiser
2068;Premios Guldbagge (Suecia) ; Mejor película: ;1975; The Last Adventure ; Linda Molin
2069;Premios Guldbagge (Suecia) ; Mejor película: ;1974; Un puñado de amor ; Maria Hedborg
2070;Premios Guldbagge (Suecia) ; Mejor película: ;1973; Gritos y susurros ; Babak Najafi
2071;Premios Guldbagge (Suecia) ; Mejor película: ;1972; The Apple War ; Sebastian Hiort af Ornäs
2072;Premios Guldbagge (Suecia) ; Mejor película: ;1971; Los emigrantes ; Kenny Wahlbrink
2073;Premios Guldbagge (Suecia) ; Mejor película: ;1970; Mistreatment ; Eva Melander
2074;Premios Guldbagge (Suecia) ; Mejor película: ;1969; Una historia sueca de amor ; Niels Arden Oplev
2075;Premios Guldbagge (Suecia) ; Mejor película: ;1968; The White Match ; Michael Nyqvist
2076;Premios Guldbagge (Suecia) ; Mejor película: ;1967; Hugo y Josefina ; Noomi Rapace
2077;Premios Guldbagge (Suecia) ; Mejor película: ;1966; Persona ; Sven-Bertil Taube
2078;Premios Guldbagge (Suecia) ; Mejor película: ;1965; Heja Roland! ; Jan Troell
2079;Premios Guldbagge (Suecia) ; Mejor director: ;2023; El triángulo de la tristeza ; Ruben Östlund
2080;Premios Guldbagge (Suecia) ; Mejor director: ;2022; Clara sola ; Harris Dickinson
2081;Premios Guldbagge (Suecia) ; Mejor director: ;2021; Charter ; Charlbi Dean
2082;Premios Guldbagge (Suecia) ; Mejor director: ;2020; Aniara ; Zlatko Buric
2083;Premios Guldbagge (Suecia) ; Mejor director: ;2019; Reconstruyendo Utøya ; Nathalie Álvarez Mesén
2084;Premios Guldbagge (Suecia) ; Mejor director: ;2018; The Square ; Wendy Chinchilla
2085;Premios Guldbagge (Suecia) ; Mejor director: ;2017; My Aunt in Sarajevo (TV) ; Daniel Castañeda
2086;Premios Guldbagge (Suecia) ; Mejor director: ;2016; Después de esto (The Here After) ; Ana Julia Porras
2087;Premios Guldbagge (Suecia) ; Mejor director: ;2015; Fuerza mayor ; Flor Vargas
2088;Premios Guldbagge (Suecia) ; Mejor director: ;2014; Waltz for Monica ; Amanda Kernell
2089;Premios Guldbagge (Suecia) ; Mejor director: ;2013; Come, duerme, muere ; Ane Dahl Torp
2090;Premios Guldbagge (Suecia) ; Mejor director: ;2012; Play ; Tintin Poggats Sarri
2091;Premios Guldbagge (Suecia) ; Mejor director: ;2011; Más allá ; Troy Lundkvist
2092;Premios Guldbagge (Suecia) ; Mejor director: ;2010; Glowing Stars ; Hugo Lilja
2093;Premios Guldbagge (Suecia) ; Mejor director: ;2009; Déjame entrar ; Pella Kågerman
2094;Premios Guldbagge (Suecia) ; Mejor director: ;2008; La comedia de la vida ; Emelie Garbers
2095;Premios Guldbagge (Suecia) ; Mejor director: ;2007; Kidz in da Hood ; Arvin Kananian
2096;Premios Guldbagge (Suecia) ; Mejor director: ;2006; God Save the King ; Pablo Salvador N.G.
2097;Premios Guldbagge (Suecia) ; Mejor director: ;2005; Four Shades of Brown ; Carl Javér
2098;Premios Guldbagge (Suecia) ; Mejor director: ;2004; Al final del día (Daybreak) ; Jenny Andersen
2099;Premios Guldbagge (Suecia) ; Mejor director: ;2003; Lilja Forever (Lilja 4-ever) ; Rakel Mortensdatter Birkeli
2100;Premios Guldbagge (Suecia) ; Mejor director: ;2002; Tan blanca como la nieve ; Barbro Bugge
2101;Premios Guldbagge (Suecia) ; Mejor director: ;2001; Canciones del segundo piso ; Ruben Östlund
2102;Premios Guldbagge (Suecia) ; Mejor director: ;2000; Tsatsiki ; Claes Bang
2103;Premios Guldbagge (Suecia) ; Mejor director: ;1999; Fucking Amal ; Elisabeth Moss
2104;Premios Guldbagge (Suecia) ; Mejor director: ;1998; Tic Tac ; Dominic West
2105;Premios Guldbagge (Suecia) ; Mejor director: ;1997; The Hunters ; Goran Kapetanovic
2106;Premios Guldbagge (Suecia) ; Mejor director: ;1996; La belleza de las cosas ; Milan Dragisic
2107;Premios Guldbagge (Suecia) ; Mejor director: ;1995; La hija del Puma ; Julia Ragnarsson
2108;Premios Guldbagge (Suecia) ; Mejor director: ;1994; The Ferris Wheel ; Sadzida Setic
2109;Premios Guldbagge (Suecia) ; Mejor director: ;1993; House of Angels ; Magnus von Horn
2110;Premios Guldbagge (Suecia) ; Mejor director: ;1992; Agnes Cecilia ; Ulrik Munther
2111;Premios Guldbagge (Suecia) ; Mejor director: ;1991; Good Evening, Mr. Wallenberg ; Mats Blomgren
2112;Premios Guldbagge (Suecia) ; Mejor director: ;1990; The Miracle in Valby ; Loa Ek
2113;Premios Guldbagge (Suecia) ; Mejor director: ;1989; Katinka ; Ruben Östlund
2114;Premios Guldbagge (Suecia) ; Mejor director: ;1988; Hip Hip Hurrah! ; Johannes Kuhnke
2115;Premios Guldbagge (Suecia) ; Mejor director: ;1987; The Mozart Brothers ; Lisa Loven
2116;Premios Guldbagge (Suecia) ; Mejor director: ;1986; Falso como el agua ; Vincent Wettergren
2117;Premios Guldbagge (Suecia) ; Mejor director: ;1985; Ojo por ojo (Cuando los cuervos vuelan) ; Per Fly
2118;Premios Guldbagge (Suecia) ; Mejor director: ;1984; Fanny y Alexander ; Edda Magnason
2119;Premios Guldbagge (Suecia) ; Mejor director: ;1983; El asesino cándido ; Sverrir Gudnason
2120;Premios Guldbagge (Suecia) ; Mejor director: ;1982; Barnens ö ; Kjell Bergqvist
2121;Premios Guldbagge (Suecia) ; Mejor director: ;1981; A Decent Life ; Gabriela Pichler
2122;Premios Guldbagge (Suecia) ; Mejor director: ;1980; Los hermanos Corazón de León ; Nermina Lukac
2123;Premios Guldbagge (Suecia) ; Mejor director: ;1979; Near and Far Away ; Milan Dragisic
2124;Premios Guldbagge (Suecia) ; Mejor director: ;1978; Buddies ; Jonathan Lampinen
2125;Premios Guldbagge (Suecia) ; Mejor director: ;1977; Egg! Egg! A Hardboiled Story ; Ruben Östlund
2126;Premios Guldbagge (Suecia) ; Mejor director: ;1976; Un puñado de amor ; Kevin Vaz
2127;Premios Guldbagge (Suecia) ; Mejor director: ;1975; Foreigners ; Yannick Diakité
2128;Premios Guldbagge (Suecia) ; Mejor director: ;1974; The Apple War ; Anas Abdirahman
2129;Premios Guldbagge (Suecia) ; Mejor director: ;1973; Mistreatment ; Pernilla August
2130;Premios Guldbagge (Suecia) ; Mejor director: ;1972; Adalen 31 ; Noomi Rapace
2131;Premios Guldbagge (Suecia) ; Mejor director: ;1971; Hugo y Josefina ; Ola Rapace
2132;Premios Guldbagge (Suecia) ; Mejor director: ;1970; El fuego de la vida ; Tehilla Blad
2133;Premios Guldbagge (Suecia) ; Mejor director: ;1969; La isla ; Lisa Siwe
2134;Premios Guldbagge (Suecia) ; Mejor director: ;1968; My Home Is Copacabana ; Josephine Mattsson
2135;Premios Guldbagge (Suecia) ; Mejor director: ;1967; El silencio ; Anki Lidén
2136;Premios Lola  (Alemania) ; Mejor película: ;2023; Lieber Thomas ; Andreas Kleinert
2137;Premios Lola  (Alemania) ; Mejor película: ;2022; El hombre perfecto ; Albrecht Schuch
2138;Premios Lola  (Alemania) ; Mejor película: ;2021; System Crasher ; Jella Haase
2139;Premios Lola  (Alemania) ; Mejor película: ;2020; Gundermann ; Ioana Iacob
2140;Premios Lola  (Alemania) ; Mejor película: ;2019; 3 días en Quiberón ; Maria Schrader
2141;Premios Lola  (Alemania) ; Mejor película: ;2018; Toni Erdmann ; Maren Eggert
2142;Premios Lola  (Alemania) ; Mejor película: ;2017; El caso Fritz Bauer ; Dan Stevens
2143;Premios Lola  (Alemania) ; Mejor película: ;2016; Victoria ; Sandra Hüller
2144;Premios Lola  (Alemania) ; Mejor película: ;2015; Heimat - La otra tierra ; Nora Fingscheidt
2145;Premios Lola  (Alemania) ; Mejor película: ;2014; Oh Boy ; Helena Zengel
2146;Premios Lola  (Alemania) ; Mejor película: ;2013; Stopped on Track ; Albrecht Schuch
2147;Premios Lola  (Alemania) ; Mejor película: ;2012; Vincent quiere al mar ; Gabriela Maria Schmeide
2148;Premios Lola  (Alemania) ; Mejor película: ;2011; La cinta blanca ; Andreas Dresen
2149;Premios Lola  (Alemania) ; Mejor película: ;2010; John Rabe ; Bjarne Mädel
2150;Premios Lola  (Alemania) ; Mejor película: ;2009; Al otro lado ; Alexander Scheer
2151;Premios Lola  (Alemania) ; Mejor película: ;2008; Cuatro minutos ; Milan Peschel
2152;Premios Lola  (Alemania) ; Mejor película: ;2007; La vida de los otros ; Emily Atef
2153;Premios Lola  (Alemania) ; Mejor película: ;2006; El juego de Zucker ; Marie Bäumer
2154;Premios Lola  (Alemania) ; Mejor película: ;2005; Contra la pared ; Birgit Minichmayr
2155;Premios Lola  (Alemania) ; Mejor película: ;2004; Good Bye, Lenin! ; Charly Hübner
2156;Premios Lola  (Alemania) ; Mejor película: ;2003; En un lugar de África ; Maren Ade
2157;Premios Lola  (Alemania) ; Mejor película: ;2002; The State I Am In ; Peter Simonischek
2158;Premios Lola  (Alemania) ; Mejor película: ;2001; Die Unberührbare (No Place To Go) ; Sandra Hüller
2159;Premios Lola  (Alemania) ; Mejor película: ;2000; Corre, Lola, corre ; Lucy Russell
2160;Premios Lola  (Alemania) ; Mejor película: ;1999; The Harmonists ; Lars Kraume
2161;Premios Lola  (Alemania) ; Mejor película: ;1998; Rossini ; Burghart Klaußner
2162;Premios Lola  (Alemania) ; Mejor película: ;1997; El fabricante de la muerte ; Ronald Zehrfeld
2163;Premios Lola  (Alemania) ; Mejor película: ;1996; El hombre deseado ; Dani Levy
2164;Premios Lola  (Alemania) ; Mejor película: ;1995; Kaspar Hauser ; Sebastian Schipper
2165;Premios Lola  (Alemania) ; Mejor película: ;1994; Kleine Haie ; Laia Costa
2166;Premios Lola  (Alemania) ; Mejor película: ;1993; Schtonk ; Frederick Lau
2167;Premios Lola  (Alemania) ; Mejor película: ;1992; Malina ; Franz Rogowski
2168;Premios Lola  (Alemania) ; Mejor película: ;1991; Última salida, Brooklyn ; Edgar Reitz
2169;Premios Lola  (Alemania) ; Mejor película: ;1990; Yasemin ; Jan Dieter Schneider
2170;Premios Lola  (Alemania) ; Mejor película: ;1989; El cielo sobre Berlín ; Antonia Bill
2171;Premios Lola  (Alemania) ; Mejor película: ;1988; Rosa Luxemburgo ; Maximilian Scheidt
2172;Premios Lola  (Alemania) ; Mejor película: ;1987; Coronel Redl ; Jan Ole Gerster
2173;Premios Lola  (Alemania) ; Mejor película: ;1986; Donde sueñan las verdes hormigas ; Tom Schilling
2174;Premios Lola  (Alemania) ; Mejor película: ;1985; El estado de las cosas ; Marc Hosemann
2175;Premios Lola  (Alemania) ; Mejor película: ;1984; Las hermanas alemanas ; Friederike Kempter
2176;Premios Lola  (Alemania) ; Mejor película: ;1983; Jede Menge Kohle ; Andreas Dresen
2177;Premios Lola  (Alemania) ; Mejor película: ;1982; The Last Years of Childhood ; Milan Peschel
2178;Premios Lola  (Alemania) ; Mejor película: ;1981; El tambor de hojalata ; Steffi Kühnert
2179;Premios Lola  (Alemania) ; Mejor película: ;1980; La celda de cristal ; Talisa Lilly Lemke
2180;Premios Lola  (Alemania) ; Mejor película: ;1979; Heinrich ; Ralf Huettner
2181;Premios Lola  (Alemania) ; Mejor película: ;1978; Calm Prevails Over the Country ; Florian David Fitz
2182;Premios Lola  (Alemania) ; Mejor película: ;1977; Lina Braake ; Karoline Herfurth
2183;Premios Lola  (Alemania) ; Mejor película: ;1976; El peatón ; Heino Ferch
2184;Premios Lola  (Alemania) ; Mejor película: ;1975; The Experts ; Michael Haneke
2185;Premios Lola  (Alemania) ; Mejor película: ;1974; Ludwig. Réquiem por un rey virgen ; Susanne Lothar
2186;Premios Lola  (Alemania) ; Mejor película: ;1973; Trotta ; Ulrich Tukur
2187;Premios Lola  (Alemania) ; Mejor película: ;1972; Lenz ; Leonard Proxauf
2188;Premios Lola  (Alemania) ; Mejor película: ;1971; Primer amor ; Florian Gallenberger
2189;Premios Lola  (Alemania) ; Mejor película: ;1970; Malatesta (TV) ; Ulrich Tukur
2190;Premios Lola  (Alemania) ; Mejor película: ;1969; Katzelmacher ; Daniel Brühl
2191;Premios Lola  (Alemania) ; Mejor película: ;1968; Artistas bajo la lona del circo: perplejos ; Steve Buscemi
2192;Premios Lola  (Alemania) ; Mejor película: ;1967; Tatuaje ; Fatih Akin
2193;Premios Lola  (Alemania) ; Mejor película: ;1966; Una muchacha sin historia (Anita G.) ; Tuncel Kurtiz
2194;Premios Lola  (Alemania) ; Mejor película: ;1965; El joven Törless ; Nursel Köse
2195;Premios Lola  (Alemania) ; Mejor película: ;1964; The House in Karp Lane ; Patrycia Ziolkowska
2196;Premios Lola  (Alemania) ; Mejor película: ;1963; Kennwort... Reiher ; Chris Kraus
2197;Premios Lola  (Alemania) ; Mejor película: ;1962; Atraco ; Monica Bleibtreu
2198;Premios Lola  (Alemania) ; Mejor película: ;1961; Die endlose Nacht ; Hannah Herzsprung
2199;Premios Lola  (Alemania) ; Mejor película: ;1960; The Bread of Those Early Years ; Sven Pippig
2200;Premios Lola  (Alemania) ; Mejor película: ;1959; El puente ; Florian Henckel von Donnersmarck
2201;Premios Lola  (Alemania) ; Mejor película: ;1958; Chocolate para dos ; Ulrich Mühe
2202;Premios Lola  (Alemania) ; Mejor película: ;1957; El diablo ataca de noche ; Martina Gedeck
2203;Premios Lola  (Alemania) ; Mejor película: ;1956; El capitán de Köpenick ; Sebastian Koch
2204;Premios Lola  (Alemania) ; Mejor película: ;1955; Devil in Silk ; Dani Levy
2205;Premios Lola  (Alemania) ; Mejor película: ;1954; Cielo sin estrellas ; Henry Hübchen
2206;Premios Lola  (Alemania) ; Mejor película: ;1953; Almirante Canaris ; Hannelore Elsner
2207;Premios Lola  (Alemania) ; Mejor película: ;1952; Weg ohne Umkehr (No Way Back) ; Udo Samel
2208;Premios Lola  (Alemania) ; Mejor película: ;1951; Nachts auf den Straßen ; Fatih Akin
2209;Premios Lola  (Alemania) ; 2ª mejor película: ;2023; Rabiye Kurnaz contra George W. Bush ; Andreas Dresen
2210;Premios Lola  (Alemania) ; 2ª mejor película: ;2022; Fabian ; Meltem Kaptan
2211;Premios Lola  (Alemania) ; 2ª mejor película: ;2021; Berlin Alexanderplatz ; Alexander Scheer
2212;Premios Lola  (Alemania) ; 2ª mejor película: ;2020; Styx ; Charly Hübner
2213;Premios Lola  (Alemania) ; 2ª mejor película: ;2019; En la sombra ; Dominik Graf
2214;Premios Lola  (Alemania) ; 2ª mejor película: ;2018; 24 Weeks ; Tom Schilling
2215;Premios Lola  (Alemania) ; 2ª mejor película: ;2017; Jack ; Albrecht Schuch
2216;Premios Lola  (Alemania) ; 2ª mejor película: ;2016; El valle oscuro ; Saskia Rosendahl
2217;Premios Lola  (Alemania) ; 2ª mejor película: ;2015; Hannah Arendt ; Burhan Qurbani
2218;Premios Lola  (Alemania) ; 2ª mejor película: ;2014; Bárbara ; Welket Bungué
2219;Premios Lola  (Alemania) ; 2ª mejor película: ;2013; Almanya: Bienvenido a Alemania ; Albrecht Schuch
2220;Premios Lola  (Alemania) ; 2ª mejor película: ;2012; Storm ; Jella Haase
