id;festival;categoria;año;premiado_a;director
1749;Premios César (Francia) ; Mejor película: ;1989; La pasión de Camille Claudel ; Hichem Yacoubi
1750;Premios César (Francia) ; Mejor película: ;1988; Adiós, muchachos ; Kettly Noël
1751;Premios César (Francia) ; Mejor película: ;1987; Thérèse ; Guillaume Gallienne
1752;Premios César (Francia) ; Mejor película: ;1986; 3 solteros y un biberón (Tres solteros y un biberón) ; Guillaume Gallienne
1753;Premios César (Francia) ; Mejor película: ;1985; Los locos defensores de la ley ; Françoise Fabian
1754;Premios César (Francia) ; Mejor película: ;1984; A nuestros amores ; Yves Jacques
1755;Premios César (Francia) ; Mejor película: ;1983; La sala de baile ; Michael Haneke
1756;Premios César (Francia) ; Mejor película: ;1982; El membrillo ; Jean-Louis Trintignant
1757;Premios César (Francia) ; Mejor película: ;1981; En busca del fuego ; Emmanuelle Riva
1758;Premios César (Francia) ; Mejor película: ;1980; El último metro ; Isabelle Huppert
1759;Premios César (Francia) ; Mejor película: ;1979; Tess ; Michel Hazanavicius
1760;Premios César (Francia) ; Mejor película: ;1978; El dinero de los demás ; Jean Dujardin
1761;Premios César (Francia) ; Mejor película: ;1977; Providence ; Bérénice Bejo
1762;Premios César (Francia) ; Mejor película: ;1976; El otro señor Klein ; James Cromwell
1763;Premios César (Francia) ; Mejor dirección: ;2023; La noche del 12 ; Dóminik Moll
1764;Premios César (Francia) ; Mejor dirección: ;2022; Annette ; Bastien Bouillon
1765;Premios César (Francia) ; Mejor dirección: ;2021; Adiós, idiotas ; Bouli Lanners
1766;Premios César (Francia) ; Mejor dirección: ;2020; El oficial y el espía ; Théo Cholbi
1767;Premios César (Francia) ; Mejor dirección: ;2019; Los hermanos Sisters ; Leos Carax
1768;Premios César (Francia) ; Mejor dirección: ;2018; Nos vemos allá arriba ; Adam Driver
1769;Premios César (Francia) ; Mejor dirección: ;2017; Sólo el fin del mundo ; Marion Cotillard
1770;Premios César (Francia) ; Mejor dirección: ;2016; Tres recuerdos de mi juventud ; Simon Helberg
1771;Premios César (Francia) ; Mejor dirección: ;2015; Timbuktu ; Albert Dupontel
1772;Premios César (Francia) ; Mejor dirección: ;2014; La Venus de las pieles ; Virginie Efira
1773;Premios César (Francia) ; Mejor dirección: ;2013; Amor ; Albert Dupontel
1774;Premios César (Francia) ; Mejor dirección: ;2012; The Artist ; Nicolas Marié
1775;Premios César (Francia) ; Mejor dirección: ;2011; El escritor ; Roman Polanski
1776;Premios César (Francia) ; Mejor dirección: ;2010; Un profeta ; Jean Dujardin
1777;Premios César (Francia) ; Mejor dirección: ;2009; Mesrine: Parte 2. Enemigo público nº 1 ; Louis Garrel
1778;Premios César (Francia) ; Mejor dirección: ;2008; Mesrine: Parte 1. Instinto de muerte ; Emmanuelle Seigner
1779;Premios César (Francia) ; Mejor dirección: ;2007; Cuscús ; Jacques Audiard
1780;Premios César (Francia) ; Mejor dirección: ;2006; No se lo digas a nadie ; Joaquin Phoenix
1781;Premios César (Francia) ; Mejor dirección: ;2005; De latir, mi corazón se ha parado ; John C. Reilly
1782;Premios César (Francia) ; Mejor dirección: ;2004; La escurridiza, o cómo esquivar el amor ; Jake Gyllenhaal
1783;Premios César (Francia) ; Mejor dirección: ;2003; Las invasiones bárbaras ; Albert Dupontel
1784;Premios César (Francia) ; Mejor dirección: ;2002; El pianista ; Albert Dupontel
1785;Premios César (Francia) ; Mejor dirección: ;2001; Amélie ; Nahuel Pérez Biscayart
1786;Premios César (Francia) ; Mejor dirección: ;2000; Harry, un amigo que os quiere ; Niels Arestrup
1787;Premios César (Francia) ; Mejor dirección: ;1999; Venus, salón de belleza ; Xavier Dolan
1788;Premios César (Francia) ; Mejor dirección: ;1998; Los que me quieren cogerán el tren ; Gaspard Ulliel
1789;Premios César (Francia) ; Mejor dirección: ;1997; El quinto elemento ; Nathalie Baye
1790;Premios César (Francia) ; Mejor dirección: ;1996; Capitán Conan ; Vincent Cassel
1791;Premios César (Francia) ; Mejor dirección: ;1995; Ridicule. Nadie está a salvo ; Arnaud Desplechin
1792;Premios César (Francia) ; Mejor dirección: ;1994; Nelly y el Sr. Arnaud ; Mathieu Amalric
1793;Premios César (Francia) ; Mejor dirección: ;1993; Los juncos salvajes ; Quentin Dolmaire
1794;Premios César (Francia) ; Mejor dirección: ;1992; Smoking/No Smoking ; Lou Roy-Lecollinet
1795;Premios César (Francia) ; Mejor dirección: ;1991; Un corazón en invierno ; Abderrahmane Sissako
1796;Premios César (Francia) ; Mejor dirección: ;1990; Todas las mañanas del mundo ; Abel Jafri
1797;Premios César (Francia) ; Mejor dirección: ;1989; Cyrano de Bergerac ; Hichem Yacoubi
1798;Premios César (Francia) ; Mejor dirección: ;1988; Demasiado bella para ti ; Kettly Noël
1799;Premios César (Francia) ; Mejor dirección: ;1987; El oso ; Roman Polanski
1800;Premios César (Francia) ; Mejor dirección: ;1986; Adiós, muchachos ; Mathieu Amalric
1801;Premios César (Francia) ; Mejor dirección: ;1985; Thérèse ; Emmanuelle Seigner
1802;Premios César (Francia) ; Mejor dirección: ;1984; Péril en la demeure ; Michael Haneke
1803;Premios César (Francia) ; Mejor dirección: ;1983; Los locos defensores de la ley ; Jean-Louis Trintignant
1804;Premios César (Francia) ; Mejor dirección: ;1982; La sala de baile ; Emmanuelle Riva
1805;Premios César (Francia) ; Mejor dirección: ;1981; Danton ; Isabelle Huppert
1806;Premios César (Francia) ; Mejor dirección: ;1980; En busca del fuego ; Michel Hazanavicius
1807;Premios César (Francia) ; Mejor dirección: ;1979; El último metro ; Jean Dujardin
1808;Premios César (Francia) ; Mejor dirección: ;1978; Tess ; Bérénice Bejo
1809;Premios César (Francia) ; Mejor dirección: ;1977; El dinero de los demás ; James Cromwell
1810;Premios César (Francia) ; Mejor dirección: ;1976; Providence ; Roman Polanski
1811;Premios David di Donatello (Italia) ; Mejor película: ;2023; Fue la mano de Dios ; Paolo Sorrentino
1812;Premios David di Donatello (Italia) ; Mejor película: ;2022; Volevo nascondermi ; Filippo Scotti
1813;Premios David di Donatello (Italia) ; Mejor película: ;2021; El traidor ; Toni Servillo
1814;Premios David di Donatello (Italia) ; Mejor película: ;2020; Dogman ; Luisa Ranieri
1815;Premios David di Donatello (Italia) ; Mejor película: ;2019; Ammore e malavita ; Giorgio Diritti
1816;Premios David di Donatello (Italia) ; Mejor película: ;2018; Locas de alegría ; Elio Germano
1817;Premios David di Donatello (Italia) ; Mejor película: ;2017; Perfectos desconocidos ; Leonardo Carrozzo
1818;Premios David di Donatello (Italia) ; Mejor película: ;2016; Calabria, mafia del sur ; Oliver Ewy
1819;Premios David di Donatello (Italia) ; Mejor película: ;2015; El capital humano ; Marco Bellocchio
1820;Premios David di Donatello (Italia) ; Mejor película: ;2014; La mejor oferta ; Pierfrancesco Favino
1821;Premios David di Donatello (Italia) ; Mejor película: ;2013; César debe morir ; Maria Fernanda Cândido
1822;Premios David di Donatello (Italia) ; Mejor película: ;2012; Noi credevamo ; Fabrizio Ferracane
1823;Premios David di Donatello (Italia) ; Mejor película: ;2011; El hombre que vendrá ; Matteo Garrone
1824;Premios David di Donatello (Italia) ; Mejor película: ;2010; Gomorra ; Marcello Fonte
1825;Premios David di Donatello (Italia) ; Mejor película: ;2009; No mires atrás ; Edoardo Pesce
1826;Premios David di Donatello (Italia) ; Mejor película: ;2008; La desconocida ; Nunzia Schiano
1827;Premios David di Donatello (Italia) ; Mejor película: ;2007; El caimán ; Antonio Manetti
1828;Premios David di Donatello (Italia) ; Mejor película: ;2006; Las consecuencias del amor ; Marco Manetti
1829;Premios David di Donatello (Italia) ; Mejor película: ;2005; La mejor juventud (Miniserie de TV) ; Giampaolo Morelli
1830;Premios David di Donatello (Italia) ; Mejor película: ;2004; La ventana de enfrente ; Carlo Buccirosso
1831;Premios David di Donatello (Italia) ; Mejor película: ;2003; El oficio de las armas ; Serena Rossi
1832;Premios David di Donatello (Italia) ; Mejor película: ;2002; La habitación del hijo ; Paolo Virzì
1833;Premios David di Donatello (Italia) ; Mejor película: ;2001; Pan y tulipanes ; Valeria Bruni Tedeschi
1834;Premios David di Donatello (Italia) ; Mejor película: ;2000; Fuera del mundo ; Micaela Ramazzotti
1835;Premios David di Donatello (Italia) ; Mejor película: ;1999; La vida es bella ; Anna Galiena
1836;Premios David di Donatello (Italia) ; Mejor película: ;1998; La tregua ; Paolo Genovese
1837;Premios David di Donatello (Italia) ; Mejor película: ;1997; Vacaciones de agosto ; Giuseppe Battiston
1838;Premios David di Donatello (Italia) ; Mejor película: ;1996; La scuola ; Anna Foglietta
1839;Premios David di Donatello (Italia) ; Mejor película: ;1995; Querido diario (Caro diario) ; Valerio Mastandrea
1840;Premios David di Donatello (Italia) ; Mejor película: ;1994; La gran calabaza ; Francesco Munzi
1841;Premios David di Donatello (Italia) ; Mejor película: ;1993; Niños robados ; Marco Leonardi
1842;Premios David di Donatello (Italia) ; Mejor película: ;1992; Al anochecer ; Peppino Mazzotta
1843;Premios David di Donatello (Italia) ; Mejor película: ;1991; Mediterráneo ; Fabrizio Ferracane
1844;Premios David di Donatello (Italia) ; Mejor película: ;1990; Puertas abiertas ; Paolo Virzì
1845;Premios David di Donatello (Italia) ; Mejor película: ;1989; La leyenda del santo bebedor ; Valeria Bruni Tedeschi
1846;Premios David di Donatello (Italia) ; Mejor película: ;1988; El último emperador ; Fabrizio Bentivoglio
1847;Premios David di Donatello (Italia) ; Mejor película: ;1987; La familia ; Valeria Golino
1848;Premios David di Donatello (Italia) ; Mejor película: ;1986; Esperemos que sea mujer ; Giuseppe Tornatore
1849;Premios David di Donatello (Italia) ; Mejor película: ;1985; Carmen de Bizet ; Geoffrey Rush
1850;Premios David di Donatello (Italia) ; Mejor película: ;1984; Y la nave va ; Jim Sturgess
1851;Premios David di Donatello (Italia) ; Mejor película: ;1983; La sala de baile ; Sylvia Hoeks
1852;Premios David di Donatello (Italia) ; Mejor película: ;1982; La noche de San Lorenzo ; Paolo Taviani
1853;Premios David di Donatello (Italia) ; Mejor película: ;1981; Borotalco ; Vittorio Taviani
1854;Premios David di Donatello (Italia) ; Mejor película: ;1980; Empezar desde tres ; Fabio Cavalli
1855;Premios David di Donatello (Italia) ; Mejor película: ;1979; Manos de seda ; Salvatore Striano
1856;Premios David di Donatello (Italia) ; Mejor película: ;1978; Olvidar Venecia ; Giovanni Arcuri
1857;Premios David di Donatello (Italia) ; Mejor película: ;1977; Cristo se paró en Éboli ; Mario Martone
1858;Premios David di Donatello (Italia) ; Mejor película: ;1976; El árbol de los zuecos ; Luigi Lo Cascio
1859;Premios David di Donatello (Italia) ; Mejor película: ;1975; En nombre del papa rey ; Valerio Binasco
1860;Premios David di Donatello (Italia) ; Mejor película: ;1974; La fuerza del silencio ; Toni Servillo
1861;Premios David di Donatello (Italia) ; Mejor película: ;1973; Un burgués pequeño, muy pequeño ; Giorgio Diritti
1862;Premios David di Donatello (Italia) ; Mejor película: ;1972; El desierto de los tártaros ; Maya Sansa
1863;Premios David di Donatello (Italia) ; Mejor película: ;1971; Excelentísimos cadáveres ; Alba Rohrwacher
1864;Premios David di Donatello (Italia) ; Mejor película: ;1970; Habitación para cuatro ; Eleonora Mazzoni
1865;Premios David di Donatello (Italia) ; Mejor película: ;1969; La gran burguesía ; Matteo Garrone
1866;Premios David di Donatello (Italia) ; Mejor película: ;1968; Confidencias ; Salvatore Cantalupo
1867;Premios David di Donatello (Italia) ; Mejor película: ;1967; Aventuras y desventuras de un italiano emigrado (Pan y chocolate) ; Gianfelice Imparato
1868;Premios David di Donatello (Italia) ; Mejor película: ;1966; Amarcord ; Maria Nazionale
1869;Premios David di Donatello (Italia) ; Mejor película: ;1965; El divorcio es cosa de tres ; Andrea Molaioli
1870;Premios David di Donatello (Italia) ; Mejor película: ;1964; Luis II de Baviera, el rey loco ; Toni Servillo
1871;Premios David di Donatello (Italia) ; Mejor película: ;1963; Esa clase de amor ; Denis Fasolo
1872;Premios David di Donatello (Italia) ; Mejor película: ;1962; La clase obrera va al paraíso ; Nello Mascia
1873;Premios David di Donatello (Italia) ; Mejor película: ;1961; Waterloo ; Giuseppe Tornatore
1874;Premios David di Donatello (Italia) ; Mejor película: ;1960; El conformista ; Kseniya Rappoport
1875;Premios David di Donatello (Italia) ; Mejor película: ;1959; El jardín de los Finzi Contini ; Michele Placido
1876;Premios David di Donatello (Italia) ; Mejor película: ;1958; Metello ; Claudia Gerini
1877;Premios David di Donatello (Italia) ; Mejor película: ;1957; Investigación sobre un ciudadano libre de toda sospecha ; Nanni Moretti
1878;Premios David di Donatello (Italia) ; Mejor director: ;2023; Fue la mano de Dios ; Paolo Sorrentino
1879;Premios David di Donatello (Italia) ; Mejor director: ;2022; Volevo nascondermi ; Filippo Scotti
1880;Premios David di Donatello (Italia) ; Mejor director: ;2021; El traidor ; Toni Servillo
1881;Premios David di Donatello (Italia) ; Mejor director: ;2020; Dogman ; Luisa Ranieri
1882;Premios David di Donatello (Italia) ; Mejor director: ;2019; A Ciambra ; Giorgio Diritti
1883;Premios David di Donatello (Italia) ; Mejor director: ;2018; Locas de alegría ; Elio Germano
1884;Premios David di Donatello (Italia) ; Mejor director: ;2017; El cuento de los cuentos ; Leonardo Carrozzo
1885;Premios David di Donatello (Italia) ; Mejor director: ;2016; Calabria, mafia del sur ; Oliver Ewy
1886;Premios David di Donatello (Italia) ; Mejor director: ;2015; La gran belleza ; Marco Bellocchio
1887;Premios David di Donatello (Italia) ; Mejor director: ;2014; La mejor oferta ; Pierfrancesco Favino
1888;Premios David di Donatello (Italia) ; Mejor director: ;2013; César debe morir ; Maria Fernanda Cândido
1889;Premios David di Donatello (Italia) ; Mejor director: ;2012; La nostra vita ; Fabrizio Ferracane
1890;Premios David di Donatello (Italia) ; Mejor director: ;2011; Vincere ; Matteo Garrone
1891;Premios David di Donatello (Italia) ; Mejor director: ;2010; Gomorra ; Marcello Fonte
1892;Premios David di Donatello (Italia) ; Mejor director: ;2009; No mires atrás ; Edoardo Pesce
1893;Premios David di Donatello (Italia) ; Mejor director: ;2008; La desconocida ; Nunzia Schiano
1894;Premios David di Donatello (Italia) ; Mejor director: ;2007; El caimán ; Jonas Carpignano
1895;Premios David di Donatello (Italia) ; Mejor director: ;2006; Las consecuencias del amor ; Pio Amato
1896;Premios David di Donatello (Italia) ; Mejor director: ;2005; La mejor juventud (Miniserie de TV) ; Koudous Seihon
1897;Premios David di Donatello (Italia) ; Mejor director: ;2004; El corazón ausente ; Damiano Amato
1898;Premios David di Donatello (Italia) ; Mejor director: ;2003; El oficio de las armas ; Paolo Virzì
1899;Premios David di Donatello (Italia) ; Mejor director: ;2002; El último beso ; Valeria Bruni Tedeschi
1900;Premios David di Donatello (Italia) ; Mejor director: ;2001; Pan y tulipanes ; Micaela Ramazzotti
1901;Premios David di Donatello (Italia) ; Mejor director: ;2000; La leyenda del pianista en el océano ; Anna Galiena
1902;Premios David di Donatello (Italia) ; Mejor director: ;1999; La vida es bella ; Matteo Garrone
1903;Premios David di Donatello (Italia) ; Mejor director: ;1998; La tregua ; Salma Hayek
1904;Premios David di Donatello (Italia) ; Mejor director: ;1997; El hombre de las estrellas ; Vincent Cassel
1905;Premios David di Donatello (Italia) ; Mejor director: ;1996; El amor molesto ; Toby Jones
1906;Premios David di Donatello (Italia) ; Mejor director: ;1995; Perdiamoci di vista ; Francesco Munzi
1907;Premios David di Donatello (Italia) ; Mejor director: ;1994; La escolta ; Marco Leonardi
1908;Premios David di Donatello (Italia) ; Mejor director: ;1993; Jona che visse nella balena ; Peppino Mazzotta
1909;Premios David di Donatello (Italia) ; Mejor director: ;1992; Niños robados ; Fabrizio Ferracane
1910;Premios David di Donatello (Italia) ; Mejor director: ;1991; Norte Ultras Sur ; Paolo Sorrentino
1911;Premios David di Donatello (Italia) ; Mejor director: ;1990; Chicos de la calle ; Toni Servillo
1912;Premios David di Donatello (Italia) ; Mejor director: ;1989; Il male oscuro ; Carlo Verdone
1913;Premios David di Donatello (Italia) ; Mejor director: ;1988; La leyenda del santo bebedor ; Sabrina Ferilli
1914;Premios David di Donatello (Italia) ; Mejor director: ;1987; El último emperador ; Giuseppe Tornatore
1915;Premios David di Donatello (Italia) ; Mejor director: ;1986; La familia ; Geoffrey Rush
1916;Premios David di Donatello (Italia) ; Mejor director: ;1985; Esperemos que sea mujer ; Jim Sturgess
1917;Premios David di Donatello (Italia) ; Mejor director: ;1984; Carmen de Bizet ; Sylvia Hoeks
1918;Premios David di Donatello (Italia) ; Mejor director: ;1983; La sala de baile ; Paolo Taviani
1919;Premios David di Donatello (Italia) ; Mejor director: ;1982; La noche de San Lorenzo ; Vittorio Taviani
1920;Premios David di Donatello (Italia) ; Mejor director: ;1981; Ordinaria locura ; Fabio Cavalli
1921;Premios David di Donatello (Italia) ; Mejor director: ;1980; Tres hermanos ; Salvatore Striano
1922;Premios David di Donatello (Italia) ; Mejor director: ;1979; Operación Ogro ; Giovanni Arcuri
1923;Premios David di Donatello (Italia) ; Mejor director: ;1978; Salto al vacío ; Daniele Luchetti
1924;Premios David di Donatello (Italia) ; Mejor director: ;1977; Cristo se paró en Éboli ; Elio Germano
1925;Premios David di Donatello (Italia) ; Mejor director: ;1976; Una jornada particular ; Raoul Bova
1926;Premios David di Donatello (Italia) ; Mejor director: ;1975; El desierto de los tártaros ; Isabella Ragonese
1927;Premios David di Donatello (Italia) ; Mejor director: ;1974; Un burgués pequeño, muy pequeño ; Marco Bellocchio
1928;Premios David di Donatello (Italia) ; Mejor director: ;1973; Habitación para cuatro ; Giovanna Mezzogiorno
1929;Premios David di Donatello (Italia) ; Mejor director: ;1972; Excelentísimos cadáveres ; Filippo Timi
1930;Premios David di Donatello (Italia) ; Mejor director: ;1971; Perfume de mujer ; Michela Cescon
1931;Premios David di Donatello (Italia) ; Mejor director: ;1970; Amarcord ; Matteo Garrone
1932;Premios David di Donatello (Italia) ; Mejor director: ;1969; Luis II de Baviera, el rey loco ; Salvatore Cantalupo
1933;Premios David di Donatello (Italia) ; Mejor director: ;1968; Hermano sol, hermana luna ; Gianfelice Imparato
1934;Premios David di Donatello (Italia) ; Mejor director: ;1967; ¡Agáchate, maldito! ; Maria Nazionale
1935;Premios David di Donatello (Italia) ; Mejor director: ;1966; Muerte en Venecia ; Andrea Molaioli
1936;Premios David di Donatello (Italia) ; Mejor director: ;1965; Queimada ; Toni Servillo
1937;Premios David di Donatello (Italia) ; Mejor director: ;1964; Romeo y Julieta ; Denis Fasolo
1938;Premios David di Donatello (Italia) ; Mejor director: ;1963; Bandidos en Milán ; Nello Mascia
1939;Premios David di Donatello (Italia) ; Mejor director: ;1962; El incomprendido ; Giuseppe Tornatore
1940;Premios David di Donatello (Italia) ; Mejor director: ;1961; Señoras y señores ; Kseniya Rappoport
1941;Premios David di Donatello (Italia) ; Mejor director: ;1960; Yo, yo, yo... y los demás ; Michele Placido
1942;Premios David di Donatello (Italia) ; Mejor director: ;1959; El momento de la verdad ; Claudia Gerini
1943;Premios David di Donatello (Italia) ; Mejor director: ;1958; Matrimonio a la italiana ; Nanni Moretti
1944;Premios David di Donatello (Italia) ; Mejor director: ;1957; Seducida y abandonada ; Silvio Orlando
1945;Premios David di Donatello (Italia) ; Mejor director: ;1956; Los condenados de Altona ; Margherita Buy
1946;Premios Goya (España) ; Mejor película: ;2023; As bestas ; Rodrigo Sorogoyen
1947;Premios Goya (España) ; Mejor película: ;2022; El buen patrón ; Marina Foïs
1948;Premios Goya (España) ; Mejor película: ;2021; Las niñas ; Denis Ménochet
1949;Premios Goya (España) ; Mejor película: ;2020; Dolor y gloria ; Luis Zahera
1950;Premios Goya (España) ; Mejor película: ;2019; Campeones ; Fernando León de Aranoa
1951;Premios Goya (España) ; Mejor película: ;2018; La librería ; Javier Bardem
1952;Premios Goya (España) ; Mejor película: ;2017; Tarde para la ira ; Manolo Solo
1953;Premios Goya (España) ; Mejor película: ;2016; Truman ; Almudena Amor
1954;Premios Goya (España) ; Mejor película: ;2015; La isla mínima ; Pilar Palomero
1955;Premios Goya (España) ; Mejor película: ;2014; Vivir es fácil con los ojos cerrados ; Andrea Fandós
1956;Premios Goya (España) ; Mejor película: ;2013; Blancanieves ; Natalia de Molina
1957;Premios Goya (España) ; Mejor película: ;2012; No habrá paz para los malvados ; Carlota Gurpegui
1958;Premios Goya (España) ; Mejor película: ;2011; Pa negre (Pan negro) ; Pedro Almodóvar
1959;Premios Goya (España) ; Mejor película: ;2010; Celda 211 ; Antonio Banderas
1960;Premios Goya (España) ; Mejor película: ;2009; Camino ; Asier Etxeandia
1961;Premios Goya (España) ; Mejor película: ;2008; La soledad ; Penélope Cruz
1962;Premios Goya (España) ; Mejor película: ;2007; Volver ; Javier Fesser
1963;Premios Goya (España) ; Mejor película: ;2006; La vida secreta de las palabras ; Javier Gutiérrez
1964;Premios Goya (España) ; Mejor película: ;2005; Mar adentro ; Jesús Vidal
1965;Premios Goya (España) ; Mejor película: ;2004; Te doy mis ojos ; Daniel Freire
1966;Premios Goya (España) ; Mejor película: ;2003; Los lunes al sol ; Isabel Coixet
1967;Premios Goya (España) ; Mejor película: ;2002; Los otros ; Emily Mortimer
1968;Premios Goya (España) ; Mejor película: ;2001; El bola ; Patricia Clarkson
1969;Premios Goya (España) ; Mejor película: ;2000; Todo sobre mi madre ; Bill Nighy
1970;Premios Goya (España) ; Mejor película: ;1999; La niña de tus ojos ; Raúl Arévalo
1971;Premios Goya (España) ; Mejor película: ;1998; La buena estrella ; Antonio de la Torre
1972;Premios Goya (España) ; Mejor película: ;1997; Tesis ; Luis Callejo
1973;Premios Goya (España) ; Mejor película: ;1996; Nadie hablará de nosotras cuando hayamos muerto ; Ruth Díaz
1974;Premios Goya (España) ; Mejor película: ;1995; Días contados ; Cesc Gay
1975;Premios Goya (España) ; Mejor película: ;1994; Todos a la cárcel ; Javier Cámara
1976;Premios Goya (España) ; Mejor película: ;1993; Belle Époque ; Ricardo Darín
1977;Premios Goya (España) ; Mejor película: ;1992; Amantes ; Dolores Fonzi
1978;Premios Goya (España) ; Mejor película: ;1991; ¡Ay, Carmela! ; Alberto Rodríguez
1979;Premios Goya (España) ; Mejor película: ;1990; El sueño del mono loco ; Raúl Arévalo
1980;Premios Goya (España) ; Mejor película: ;1989; Mujeres al borde de un ataque de nervios ; Javier Gutiérrez
1981;Premios Goya (España) ; Mejor película: ;1988; El bosque animado ; Nerea Barros
1982;Premios Goya (España) ; Mejor película: ;1987; El viaje a ninguna parte ; David Trueba
1983;Premios Goya (España) ; Mejor dirección: ;2023; As bestas ; Rodrigo Sorogoyen
1984;Premios Goya (España) ; Mejor dirección: ;2022; El buen patrón ; Marina Foïs
1985;Premios Goya (España) ; Mejor dirección: ;2021; Adú ; Denis Ménochet
1986;Premios Goya (España) ; Mejor dirección: ;2020; Dolor y gloria ; Luis Zahera
1987;Premios Goya (España) ; Mejor dirección: ;2019; El Reino ; Fernando León de Aranoa
1988;Premios Goya (España) ; Mejor dirección: ;2018; La librería ; Javier Bardem
1989;Premios Goya (España) ; Mejor dirección: ;2017; Un monstruo viene a verme ; Manolo Solo
1990;Premios Goya (España) ; Mejor dirección: ;2016; Truman ; Almudena Amor
1991;Premios Goya (España) ; Mejor dirección: ;2015; La isla mínima ; Salvador Calvo
1992;Premios Goya (España) ; Mejor dirección: ;2014; Vivir es fácil con los ojos cerrados ; Luis Tosar
1993;Premios Goya (España) ; Mejor dirección: ;2013; Lo imposible ; Anna Castillo
1994;Premios Goya (España) ; Mejor dirección: ;2012; No habrá paz para los malvados ; Álvaro Cervantes
1995;Premios Goya (España) ; Mejor dirección: ;2011; Pa negre (Pan negro) ; Pedro Almodóvar
1996;Premios Goya (España) ; Mejor dirección: ;2010; Celda 211 ; Antonio Banderas
1997;Premios Goya (España) ; Mejor dirección: ;2009; Camino ; Asier Etxeandia
1998;Premios Goya (España) ; Mejor dirección: ;2008; La soledad ; Penélope Cruz
1999;Premios Goya (España) ; Mejor dirección: ;2007; Volver ; Rodrigo Sorogoyen
2000;Premios Goya (España) ; Mejor dirección: ;2006; La vida secreta de las palabras ; Antonio de la Torre
2001;Premios Goya (España) ; Mejor dirección: ;2005; Mar adentro ; Josep Maria Pou
2002;Premios Goya (España) ; Mejor dirección: ;2004; Te doy mis ojos ; Nacho Fresneda
2003;Premios Goya (España) ; Mejor dirección: ;2003; Los lunes al sol ; Isabel Coixet
2004;Premios Goya (España) ; Mejor dirección: ;2002; Los otros ; Emily Mortimer
2005;Premios Goya (España) ; Mejor dirección: ;2001; Leo ; Patricia Clarkson
2006;Premios Goya (España) ; Mejor dirección: ;2000; Todo sobre mi madre ; Bill Nighy
2007;Premios Goya (España) ; Mejor dirección: ;1999; Barrio ; J.A. Bayona
2008;Premios Goya (España) ; Mejor dirección: ;1998; La buena estrella ; Lewis MacDougall
2009;Premios Goya (España) ; Mejor dirección: ;1997; El perro del hortelano ; Sigourney Weaver
2010;Premios Goya (España) ; Mejor dirección: ;1996; El día de la bestia ; Felicity Jones
2011;Premios Goya (España) ; Mejor dirección: ;1995; Días contados ; Cesc Gay
2012;Premios Goya (España) ; Mejor dirección: ;1994; Todos a la cárcel ; Javier Cámara
2013;Premios Goya (España) ; Mejor dirección: ;1993; Belle Époque ; Ricardo Darín
2014;Premios Goya (España) ; Mejor dirección: ;1992; Amantes ; Dolores Fonzi
2015;Premios Goya (España) ; Mejor dirección: ;1991; ¡Ay, Carmela! ; Alberto Rodríguez
2016;Premios Goya (España) ; Mejor dirección: ;1990; El sueño del mono loco ; Raúl Arévalo
2017;Premios Goya (España) ; Mejor dirección: ;1989; Remando al viento ; Javier Gutiérrez
2018;Premios Goya (España) ; Mejor dirección: ;1988; Asignatura aprobada ; Nerea Barros
2019;Premios Goya (España) ; Mejor dirección: ;1987; El viaje a ninguna parte ; David Trueba
2020;Premios Guldbagge (Suecia) ; Mejor película: ;2023; El triángulo de la tristeza ; Ruben Östlund
2021;Premios Guldbagge (Suecia) ; Mejor película: ;2022; Clara sola ; Harris Dickinson
2022;Premios Guldbagge (Suecia) ; Mejor película: ;2021; Spring Uje spring ; Charlbi Dean
2023;Premios Guldbagge (Suecia) ; Mejor película: ;2020; Solo nos queda bailar ; Zlatko Buric
2024;Premios Guldbagge (Suecia) ; Mejor película: ;2019; Border ; Nathalie Álvarez Mesén
2025;Premios Guldbagge (Suecia) ; Mejor película: ;2018; El Cairo confidencial ; Wendy Chinchilla
2026;Premios Guldbagge (Suecia) ; Mejor película: ;2017; The Giant ; Daniel Castañeda
2027;Premios Guldbagge (Suecia) ; Mejor película: ;2016; Después de esto (The Here After) ; Ana Julia Porras
2028;Premios Guldbagge (Suecia) ; Mejor película: ;2015; Fuerza mayor ; Flor Vargas
2029;Premios Guldbagge (Suecia) ; Mejor película: ;2014; La reunión ; Henrik Schyffert
2030;Premios Guldbagge (Suecia) ; Mejor película: ;2013; Come, duerme, muere ; Uje Brandelius
2031;Premios Guldbagge (Suecia) ; Mejor película: ;2012; She Monkeys ; Therese Hörnqvist
2032;Premios Guldbagge (Suecia) ; Mejor película: ;2011; Sebbe ; Bixi Brandelius
2033;Premios Guldbagge (Suecia) ; Mejor película: ;2010; Millennium: Los hombres que no amaban a las mujeres ; Vega Brandelius
2034;Premios Guldbagge (Suecia) ; Mejor película: ;2009; Los momentos eternos de Maria Larssons ; Levan Akin
2035;Premios Guldbagge (Suecia) ; Mejor película: ;2008; La comedia de la vida ; Levan Gelbakhiani
2036;Premios Guldbagge (Suecia) ; Mejor película: ;2007; Kidz in da Hood ; Bachi Valishvili
2037;Premios Guldbagge (Suecia) ; Mejor película: ;2006; La travesía ; Ana Javakishvili
2038;Premios Guldbagge (Suecia) ; Mejor película: ;2005; Dalecarlians ; Ali Abbasi
