id;festival;categoria;año;premiado_a;pelicula;director
8728;Premios Goya (España) ; Mejor guion original: ;1989; Pedro Almodóvar ; Mujeres al borde de un ataque de nervios ; Isabel Coixet
8729;Premios Goya (España) ; Mejor guion original: ;1988; Rafael Azcona ; El bosque animado ; Sarah Polley
8730;Premios Goya (España) ; Mejor guion original: ;1987; Fernando Fernán Gómez ; El viaje a ninguna parte ; Alejandro Amenábar
8731;Premios Goya (España) ; Mejor guion adaptado: ;2023; Fran Araújo, Isa Campo, Isaki Lacuesta ; Un año, una noche ; Isaki Lacuesta
8732;Premios Goya (España) ; Mejor guion adaptado: ;2022; Jorge Guerricaechevarría, Daniel Monzón ; Las leyes de la frontera ; Nahuel Pérez Biscayart
8733;Premios Goya (España) ; Mejor guion adaptado: ;2021; David P. Sañudo, Marina Parés ; Ane ; Daniel Monzón
8734;Premios Goya (España) ; Mejor guion adaptado: ;2020; Benito Zambrano, Pablo Remón, Daniel Remón ; Intemperie ; Marcos Ruiz
8735;Premios Goya (España) ; Mejor guion adaptado: ;2019; Álvaro Brechner ; La noche de 12 años ; David P. Sañudo
8736;Premios Goya (España) ; Mejor guion adaptado: ;2018; Isabel Coixet ; La librería ; Patricia López Arnaiz
8737;Premios Goya (España) ; Mejor guion adaptado: ;2017; Alberto Rodríguez, Rafael Cobos ; El hombre de las mil caras ; Benito Zambrano
8738;Premios Goya (España) ; Mejor guion adaptado: ;2016; Fernando León de Aranoa, Diego Farias ; Un día perfecto ; Luis Tosar
8739;Premios Goya (España) ; Mejor guion adaptado: ;2015; Javier Fesser, Cristóbal Ruiz, Claro García ; Mortadelo y Filemón contra Jimmy el Cachondo ; Álvaro Brechner
8740;Premios Goya (España) ; Mejor guion adaptado: ;2014; Mariano Barroso, Alejandro Hernández ; Todas las mujeres ; Antonio de la Torre
8741;Premios Goya (España) ; Mejor guion adaptado: ;2013; Javier Barreira, Gorka Magallón, Ignacio del Moral, Jordi Gasull, Neil Landau ; Las aventuras de Tadeo Jones ; Isabel Coixet
8742;Premios Goya (España) ; Mejor guion adaptado: ;2012; Ángel de la Cruz, Ignacio Ferreras, Paco Roca, Rosanna Cecchini ; Arrugas ; Emily Mortimer
8743;Premios Goya (España) ; Mejor guion adaptado: ;2011; Agustí Villaronga ; Pa negre (Pan negro) ; Alberto Rodríguez
8744;Premios Goya (España) ; Mejor guion adaptado: ;2010; Daniel Monzón, Jorge Guerricaechevarría ; Celda 211 ; Eduard Fernández
8745;Premios Goya (España) ; Mejor guion adaptado: ;2009; José Luis Cuerda, Rafael Azcona ; Los girasoles ciegos ; Fernando León de Aranoa
8746;Premios Goya (España) ; Mejor guion adaptado: ;2008; Félix Viscarret ; Bajo las estrellas ; Tim Robbins
8747;Premios Goya (España) ; Mejor guion adaptado: ;2007; Lluís Arcarazo ; Salvador (Puig Antich) ; Javier Fesser
8748;Premios Goya (España) ; Mejor guion adaptado: ;2006; Mateo Gil, Marcelo Piñeyro ; El método ; Mariano Barroso
8749;Premios Goya (España) ; Mejor guion adaptado: ;2005; José Rivera ; Diarios de motocicleta ; Eduard Fernández
8750;Premios Goya (España) ; Mejor guion adaptado: ;2004; Isabel Coixet ; Mi vida sin mí ; Enrique Gato
8751;Premios Goya (España) ; Mejor guion adaptado: ;2003; Adolfo Aristarain, Kathy Saavedra ; Lugares comunes ; Ignacio Ferreras
8752;Premios Goya (España) ; Mejor guion adaptado: ;2002; Carlos Molinero, Jorge Juan Martínez, Clara Pérez Escrivá, Salvador Maldonado ; Salvajes ; Agustí Villaronga
8753;Premios Goya (España) ; Mejor guion adaptado: ;2001; Fernando Fernán Gómez ; Lázaro de Tormes ; Francesc Colomer
8754;Premios Goya (España) ; Mejor guion adaptado: ;2000; Rafael Azcona ; La lengua de las mariposas ; Daniel Monzón
8755;Premios Goya (España) ; Mejor guion adaptado: ;1999; Luis Marías ; Mensaka ; Luis Tosar
8756;Premios Goya (España) ; Mejor guion adaptado: ;1998; Cuca Canals, Bigas Luna ; La camarera del Titanic ; José Luis Cuerda
8757;Premios Goya (España) ; Mejor guion adaptado: ;1997; Pilar Miró, Rafael Pérez Sierra ; El perro del hortelano ; Maribel Verdú
8758;Premios Goya (España) ; Mejor guion adaptado: ;1996; Montxo Armendáriz, José Ángel Mañas ; Historias del Kronen ; Félix Viscarret
8759;Premios Goya (España) ; Mejor guion adaptado: ;1995; Imanol Uribe ; Días contados ; Alberto San Juan
8760;Premios Goya (España) ; Mejor guion adaptado: ;1994; José Luis García Sánchez, Rafael Azcona ; Tirano Banderas ; Manuel Huerga
8761;Premios Goya (España) ; Mejor guion adaptado: ;1993; Francisco Prada, Antonio Larreta, Pedro Olea, Arturo Pérez-Reverte ; El maestro de esgrima ; Daniel Brühl
8762;Premios Goya (España) ; Mejor guion adaptado: ;1992; Juan Potau, Gonzalo Torrente Malvido ; El rey pasmado ; Marcelo Piñeyro
8763;Premios Goya (España) ; Mejor guion adaptado: ;1991; Carlos Saura, Rafael Azcona ; ¡Ay, Carmela! ; Pablo Echarri
8764;Premios Goya (España) ; Mejor guion adaptado: ;1990; Fernando Trueba, Manuel Matji , Menno Meyjes ; El sueño del mono loco ; Walter Salles
8765;Premios Goya (España) ; Mejor guion adaptado: ;1989; Antonio Giménez Rico, Manuel Gutiérrez Aragón ; Jarrapellejos ; Gael García Bernal
8766;Premios Goya (España) ; Mejor fotografía: ;2023; Álex de Pablo ; As bestas ; Rodrigo Sorogoyen
8767;Premios Goya (España) ; Mejor fotografía: ;2022; Kiko de la Rica ; Mediterráneo ; Marina Foïs
8768;Premios Goya (España) ; Mejor fotografía: ;2021; Daniela Cajías ; Las niñas ; Marcel Barrena
8769;Premios Goya (España) ; Mejor fotografía: ;2020; Mauro Herce ; Lo que arde ; Eduard Fernández
8770;Premios Goya (España) ; Mejor fotografía: ;2019; Josu Inchaustegui ; La sombra de la ley ; Pilar Palomero
8771;Premios Goya (España) ; Mejor fotografía: ;2018; Javier Agirre Erauso ; Handia ; Andrea Fandós
8772;Premios Goya (España) ; Mejor fotografía: ;2017; Óscar Faura ; Un monstruo viene a verme ; Oliver Laxe
8773;Premios Goya (España) ; Mejor fotografía: ;2016; Miguel Ángel Amoedo ; La novia ; Amador Arias
8774;Premios Goya (España) ; Mejor fotografía: ;2015; Alex Catalán ; La isla mínima ; Dani de la Torre
8775;Premios Goya (España) ; Mejor fotografía: ;2014; Pau Esteve Birba ; Caníbal ; Luis Tosar
8776;Premios Goya (España) ; Mejor fotografía: ;2013; Kiko de la Rica ; Blancanieves ; Jon Garaño
8777;Premios Goya (España) ; Mejor fotografía: ;2012; Juan Ruiz Anchía ; Blackthorn. Sin destino ; Joseba Usabiaga
8778;Premios Goya (España) ; Mejor fotografía: ;2011; Antonio Riestra ; Pa negre (Pan negro) ; J.A. Bayona
8779;Premios Goya (España) ; Mejor fotografía: ;2010; Xavi Giménez ; Ágora ; Lewis MacDougall
8780;Premios Goya (España) ; Mejor fotografía: ;2009; Paco Femenía ; Sólo quiero caminar ; Paula Ortiz
8781;Premios Goya (España) ; Mejor fotografía: ;2008; José Luis Alcaine ; Las 13 rosas ; Inma Cuesta
8782;Premios Goya (España) ; Mejor fotografía: ;2007; Guillermo Navarro ; El laberinto del fauno ; Alberto Rodríguez
8783;Premios Goya (España) ; Mejor fotografía: ;2006; José Luis López-Linares ; Iberia ; Raúl Arévalo
8784;Premios Goya (España) ; Mejor fotografía: ;2005; Javier Aguirresarobe ; Mar adentro ; Manuel Martín Cuenca
8785;Premios Goya (España) ; Mejor fotografía: ;2004; Javier Aguirresarobe ; Soldados de Salamina ; Antonio de la Torre
8786;Premios Goya (España) ; Mejor fotografía: ;2003; José Luis Alcaine ; El caballero Don Quijote ; Pablo Berger
8787;Premios Goya (España) ; Mejor fotografía: ;2002; Javier Aguirresarobe ; Los otros ; Macarena García
8788;Premios Goya (España) ; Mejor fotografía: ;2001; Raúl Pérez Cubero ; You're the One (Una historia de entonces) ; Mateo Gil
8789;Premios Goya (España) ; Mejor fotografía: ;2000; Vittorio Storaro ; Goya en Burdeos ; Sam Shepard
8790;Premios Goya (España) ; Mejor fotografía: ;1999; Juan Ruiz Anchía ; Mararía ; Agustí Villaronga
8791;Premios Goya (España) ; Mejor fotografía: ;1998; Jaume Peracaula ; El color de las nubes ; Francesc Colomer
8792;Premios Goya (España) ; Mejor fotografía: ;1997; Javier Aguirresarobe ; El perro del hortelano ; Alejandro Amenábar
8793;Premios Goya (España) ; Mejor fotografía: ;1996; Javier Aguirresarobe ; Antártida ; Rachel Weisz
8794;Premios Goya (España) ; Mejor fotografía: ;1995; Manuel Rojas ; Canción de cuna ; Agustín Díaz Yanes
8795;Premios Goya (España) ; Mejor fotografía: ;1994; José Luis Alcaine ; El pájaro de la felicidad ; Ariadna Gil
8796;Premios Goya (España) ; Mejor fotografía: ;1993; José Luis Alcaine ; Belle Époque ; Emilio Martínez-Lázaro
8797;Premios Goya (España) ; Mejor fotografía: ;1992; Javier Aguirresarobe ; Beltenebros ; Pilar López de Ayala
8798;Premios Goya (España) ; Mejor fotografía: ;1991; Alfredo F. Mayo ; Las cartas de Alou ; Guillermo del Toro
8799;Premios Goya (España) ; Mejor fotografía: ;1990; José Luis Alcaine ; El sueño del mono loco ; Ivana Baquero
8800;Premios Goya (España) ; Mejor fotografía: ;1989; Carlos Suárez ; Remando al viento ; Carlos Saura
8801;Premios Goya (España) ; Mejor fotografía: ;1988; Fernando Arribas ; Divinas palabras ; Sara Baras
8802;Premios Goya (España) ; Mejor fotografía: ;1987; Teodoro Escamilla ; El amor brujo ; Alejandro Amenábar
8803;Premios Goya (España) ; Mejor montaje: ;2023; Alberto del Campo ; As bestas ; Rodrigo Sorogoyen
8804;Premios Goya (España) ; Mejor montaje: ;2022; Vanessa Marimbert ; El buen patrón ; Marina Foïs
8805;Premios Goya (España) ; Mejor montaje: ;2021; Sergio Jiménez ; El año del descubrimiento ; Fernando León de Aranoa
8806;Premios Goya (España) ; Mejor montaje: ;2020; Teresa Font ; Dolor y gloria ; Javier Bardem
8807;Premios Goya (España) ; Mejor montaje: ;2019; Alberto del Campo ; El Reino ; Luis López Carrasco
8808;Premios Goya (España) ; Mejor montaje: ;2018; Laurent Dufreche, Raúl López ; Handia ; Raúl Liarte
8809;Premios Goya (España) ; Mejor montaje: ;2017; Bernat Vilaplana, Jaume Martí ; Un monstruo viene a verme ; Pedro Almodóvar
8810;Premios Goya (España) ; Mejor montaje: ;2016; Jorge Coira ; El desconocido ; Antonio Banderas
8811;Premios Goya (España) ; Mejor montaje: ;2015; José M. G. Moyano ; La isla mínima ; Rodrigo Sorogoyen
8812;Premios Goya (España) ; Mejor montaje: ;2014; Pablo Blanco ; Las brujas de Zugarramurdi ; Antonio de la Torre
8813;Premios Goya (España) ; Mejor montaje: ;2013; Bernat Vilaplana, Elena Ruiz ; Lo imposible ; Jon Garaño
8814;Premios Goya (España) ; Mejor montaje: ;2012; Pablo Blanco ; No habrá paz para los malvados ; Joseba Usabiaga
8815;Premios Goya (España) ; Mejor montaje: ;2011; Rodrigo Cortés ; Buried (Enterrado) ; J.A. Bayona
8816;Premios Goya (España) ; Mejor montaje: ;2010; Mapa Pastor ; Celda 211 ; Lewis MacDougall
8817;Premios Goya (España) ; Mejor montaje: ;2009; Alejandro Lázaro ; Los crímenes de Oxford ; Dani de la Torre
8818;Premios Goya (España) ; Mejor montaje: ;2008; David Gallart ; [•REC] ; Luis Tosar
8819;Premios Goya (España) ; Mejor montaje: ;2007; Bernat Vilaplana ; El laberinto del fauno ; Alberto Rodríguez
8820;Premios Goya (España) ; Mejor montaje: ;2006; Fernando Pardo ; Habana Blues ; Raúl Arévalo
8821;Premios Goya (España) ; Mejor montaje: ;2005; Guillermo S. Maldonado ; El Lobo ; Álex de la Iglesia
8822;Premios Goya (España) ; Mejor montaje: ;2004; Iván Aledo ; La gran aventura de Mortadelo y Filemón ; Hugo Silva
8823;Premios Goya (España) ; Mejor montaje: ;2003; Ángel Hernández Zoido ; La caja 507 ; J.A. Bayona
8824;Premios Goya (España) ; Mejor montaje: ;2002; Nacho Ruiz Capillas ; Los otros ; Naomi Watts
8825;Premios Goya (España) ; Mejor montaje: ;2001; José María González Sinde ; You're the One (Una historia de entonces) ; Enrique Urbizu
8826;Premios Goya (España) ; Mejor montaje: ;2000; José Salcedo ; Todo sobre mi madre ; José Coronado
8827;Premios Goya (España) ; Mejor montaje: ;1999; Iván Aledo ; Los amantes del círculo polar ; Rodrigo Cortés
8828;Premios Goya (España) ; Mejor montaje: ;1998; Pablo Blanco ; Airbag ; Ryan Reynolds
8829;Premios Goya (España) ; Mejor montaje: ;1997; Mª Elena Sáinz de Rozas ; Tesis ; Daniel Monzón
8830;Premios Goya (España) ; Mejor montaje: ;1996; José Salcedo ; Nadie hablará de nosotras cuando hayamos muerto ; Luis Tosar
8831;Premios Goya (España) ; Mejor montaje: ;1995; Teresa Font ; Días contados ; Álex de la Iglesia
8832;Premios Goya (España) ; Mejor montaje: ;1994; Pablo Del Amo ; Tirano Banderas ; Elijah Wood
8833;Premios Goya (España) ; Mejor montaje: ;1993; Carmen Frías ; Belle Époque ; Jaume Balagueró
8834;Premios Goya (España) ; Mejor montaje: ;1992; José Luis Matesanz ; Beltenebros ; Manuela Velasco
8835;Premios Goya (España) ; Mejor montaje: ;1991; Pablo Del Amo ; ¡Ay, Carmela! ; Guillermo del Toro
8836;Premios Goya (España) ; Mejor montaje: ;1990; Carmen Frías ; El sueño del mono loco ; Ivana Baquero
8837;Premios Goya (España) ; Mejor montaje: ;1989; José Salcedo ; Mujeres al borde de un ataque de nervios ; Benito Zambrano
8838;Premios Goya (España) ; Mejor montaje: ;1988; Pablo G. del Amo ; Divinas palabras ; Alberto Joel García
8839;Premios Goya (España) ; Mejor montaje: ;1987; Eduardo Biurrun ; Banter ; Miguel Courtois
8840;Premios Goya (España) ; Mejor música original: ;2023; Olivier Arson ; As bestas ; Rodrigo Sorogoyen
8841;Premios Goya (España) ; Mejor música original: ;2022; Zeltia Montes ; El buen patrón ; Marina Foïs
8842;Premios Goya (España) ; Mejor música original: ;2021; Aránzazu Calleja, Maite Arroitajauregi ; Akelarre ; Fernando León de Aranoa
8843;Premios Goya (España) ; Mejor música original: ;2020; Alberto Iglesias ; Dolor y gloria ; Javier Bardem
8844;Premios Goya (España) ; Mejor música original: ;2019; Olivier Arson ; El Reino ; Pablo Agüero
8845;Premios Goya (España) ; Mejor música original: ;2018; Pascal Gaigne ; Handia ; Amaia Aberasturi
8846;Premios Goya (España) ; Mejor música original: ;2017; Fernando Velázquez ; Un monstruo viene a verme ; Pedro Almodóvar
8847;Premios Goya (España) ; Mejor música original: ;2016; Lucas Vidal ; Nadie quiere la noche ; Antonio Banderas
8848;Premios Goya (España) ; Mejor música original: ;2015; Julio de la Rosa ; La isla mínima ; Rodrigo Sorogoyen
8849;Premios Goya (España) ; Mejor música original: ;2014; Pat Metheny ; Vivir es fácil con los ojos cerrados ; Antonio de la Torre
8850;Premios Goya (España) ; Mejor música original: ;2013; Alfonso de Vilallonga ; Blancanieves ; Jon Garaño
8851;Premios Goya (España) ; Mejor música original: ;2012; Alberto Iglesias ; La piel que habito ; Joseba Usabiaga
8852;Premios Goya (España) ; Mejor música original: ;2011; Alberto Iglesias ; También la lluvia ; J.A. Bayona
8853;Premios Goya (España) ; Mejor música original: ;2010; Alberto Iglesias ; Los abrazos rotos ; Lewis MacDougall
8854;Premios Goya (España) ; Mejor música original: ;2009; Roque Baños ; Los crímenes de Oxford ; Isabel Coixet
8855;Premios Goya (España) ; Mejor música original: ;2008; Roque Baños ; Las 13 rosas ; Juliette Binoche
8856;Premios Goya (España) ; Mejor música original: ;2007; Alberto Iglesias ; Volver ; Alberto Rodríguez
8857;Premios Goya (España) ; Mejor música original: ;2006; Juan Antonio Leyva, José Luis Garrido, X Alfonso, Dayan Abada, Descemer Bueno, Kiki Ferrer, Kelvis Ochoa ; Habana Blues ; Raúl Arévalo
8858;Premios Goya (España) ; Mejor música original: ;2005; Alejandro Amenábar ; Mar adentro ; David Trueba
8859;Premios Goya (España) ; Mejor música original: ;2004; Juan Bardem ; Al sur de Granada ; Javier Cámara
8860;Premios Goya (España) ; Mejor música original: ;2003; Alberto Iglesias ; Hable con ella ; Pablo Berger
8861;Premios Goya (España) ; Mejor música original: ;2002; Alberto Iglesias ; Lucía y el sexo ; Macarena García
8862;Premios Goya (España) ; Mejor música original: ;2001; José Nieto ; Sé quién eres ; Pedro Almodóvar
8863;Premios Goya (España) ; Mejor música original: ;2000; Alberto Iglesias ; Todo sobre mi madre ; Antonio Banderas
8864;Premios Goya (España) ; Mejor música original: ;1999; Alberto Iglesias ; Los amantes del círculo polar ; Icíar Bollaín
8865;Premios Goya (España) ; Mejor música original: ;1998; Eva Gancedo ; La buena estrella ; Luis Tosar
8866;Premios Goya (España) ; Mejor música original: ;1997; Alberto Iglesias ; Tierra ; Pedro Almodóvar
8867;Premios Goya (España) ; Mejor música original: ;1996; Bernardo Bonezzi ; Nadie hablará de nosotras cuando hayamos muerto ; Penélope Cruz
8868;Premios Goya (España) ; Mejor música original: ;1995; José Nieto ; La pasión turca ; Álex de la Iglesia
8869;Premios Goya (España) ; Mejor música original: ;1994; Alberto Iglesias ; La ardilla roja ; Elijah Wood
8870;Premios Goya (España) ; Mejor música original: ;1993; José Nieto ; El maestro de esgrima ; Emilio Martínez-Lázaro
8871;Premios Goya (España) ; Mejor música original: ;1992; José Nieto ; El rey pasmado ; Pilar López de Ayala
8872;Premios Goya (España) ; Mejor música original: ;1991; José Nieto ; Lo más natural ; Pedro Almodóvar
8873;Premios Goya (España) ; Mejor música original: ;1990; Paco de Lucía ; Montoyas y Tarantos ; Penélope Cruz
8874;Premios Goya (España) ; Mejor música original: ;1989; Carmelo A. Bernaola ; Pasodoble ; Benito Zambrano
8875;Premios Goya (España) ; Mejor música original: ;1988; José Nieto ; El bosque animado ; Alberto Joel García
8876;Premios Goya (España) ; Mejor música original: ;1987; Milladoiro ; La mitad del cielo ; Alejandro Amenábar
8877;Premios Goya (España) ; Mejor canción: ;2023; Joaquín Sabina, Leiva (Sintiéndolo mucho) ; Sintiéndolo mucho ; Fernando León de Aranoa
8878;Premios Goya (España) ; Mejor canción: ;2022;" María José Llergo (""Te espera el mar"") "; Mediterráneo ; Joaquín Sabina
8879;Premios Goya (España) ; Mejor canción: ;2021;" Rozalén (""Que no, que no"") "; La boda de Rosa ; Marcel Barrena
8880;Premios Goya (España) ; Mejor canción: ;2020;" Javier Ruibal (""Intemperie"") "; Intemperie ; Eduard Fernández
8881;Premios Goya (España) ; Mejor canción: ;2019;" Coque Malla (""Este es el momento"") "; Campeones ; Icíar Bollaín
