id;festival;categoria;año;premiado_a;pelicula;director
5754;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1999; Peter Weir ; El show de Truman ; David Fincher
5755;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1998; Baz Luhrmann ; Romeo + Julieta de William Shakespeare ; Jesse Eisenberg
5756;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1997; Joel Coen ; Fargo ; Kathryn Bigelow
5757;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1996; Michael Radford ; El cartero (y Pablo Neruda) ; Jeremy Renner
5758;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1995; Mike Newell ; Cuatro bodas y un funeral ; Danny Boyle
5759;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1994; Steven Spielberg ; La lista de Schindler ; Dev Patel
5760;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1993; Robert Altman ; El juego de Hollywood ; Joel Coen
5761;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1992; Alan Parker ; Los Commitments ; Josh Brolin
5762;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1991; Martin Scorsese ; Uno de los nuestros ; Paul Greengrass
5763;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1990; Kenneth Branagh ; Enrique V ; Christian Clemenson
5764;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1989; Louis Malle ; Adiós, muchachos ; Ang Lee
5765;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1988; Oliver Stone ; Platoon ; Heath Ledger
5766;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1987; Woody Allen ; Hannah y sus hermanas ; Mike Leigh
5767;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1986; Wim Wenders ; Paris, Texas ; Imelda Staunton
5768;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1985; Bill Forsyth ; Un tipo genial ; Peter Weir
5769;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1984; Richard Attenborough ; Gandhi ; Russell Crowe
5770;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1983; Louis Malle ; Atlantic City ; Roman Polanski
5771;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1982; Akira Kurosawa ; Kagemusha, la sombra del guerrero ; Adrien Brody
5772;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1981; Francis Ford Coppola ; Apocalypse Now ; Peter Jackson
5773;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1980; Alan Parker ; El expreso de medianoche ; Elijah Wood
5774;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1979; Woody Allen ; Annie Hall ; Ang Lee
5775;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1978; Milos Forman ; Alguien voló sobre el nido del cuco ; Chow Yun-Fat
5776;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1977; Stanley Kubrick ; Barry Lyndon ; Pedro Almodóvar
5777;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1976; Roman Polanski ; Chinatown ; Cecilia Roth
5778;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1975; François Truffaut ; La noche americana ; Peter Weir
5779;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1974; Bob Fosse ; Cabaret ; Jim Carrey
5780;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1973; John Schlesinger ; Domingo, maldito domingo ; Baz Luhrmann
5781;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1972; George Roy Hill ; Dos hombres y un destino ; Leonardo DiCaprio
5782;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1971; John Schlesinger ; Cowboy de medianoche ; Joel Coen
5783;Premios BAFTA (Reino Unido) ; Mejor dirección: ;1970; Mike Nichols ; El graduado ; Frances McDormand
5784;Premios BAFTA (Reino Unido) ; Mejor actor: ;2023; Austin Butler ; Elvis ; Baz Luhrmann
5785;Premios BAFTA (Reino Unido) ; Mejor actor: ;2022; Will Smith ; El método Williams ; Austin Butler
5786;Premios BAFTA (Reino Unido) ; Mejor actor: ;2021; Anthony Hopkins ; El padre ; Reinaldo Marcus Green
5787;Premios BAFTA (Reino Unido) ; Mejor actor: ;2020; Joaquin Phoenix ; Joker ; Will Smith
5788;Premios BAFTA (Reino Unido) ; Mejor actor: ;2019; Rami Malek ; Bohemian Rhapsody ; Florian Zeller
5789;Premios BAFTA (Reino Unido) ; Mejor actor: ;2018; Gary Oldman ; El instante más oscuro ; Anthony Hopkins
5790;Premios BAFTA (Reino Unido) ; Mejor actor: ;2017; Casey Affleck ; Manchester frente al mar ; Todd Phillips
5791;Premios BAFTA (Reino Unido) ; Mejor actor: ;2016; Leonardo DiCaprio ; El renacido ; Joaquin Phoenix
5792;Premios BAFTA (Reino Unido) ; Mejor actor: ;2015; Eddie Redmayne ; La teoría del todo ; Bryan Singer
5793;Premios BAFTA (Reino Unido) ; Mejor actor: ;2014; Chiwetel Ejiofor ; 12 años de esclavitud ; Rami Malek
5794;Premios BAFTA (Reino Unido) ; Mejor actor: ;2013; Daniel Day-Lewis ; Lincoln ; Joe Wright
5795;Premios BAFTA (Reino Unido) ; Mejor actor: ;2012; Jean Dujardin ; The Artist ; Gary Oldman
5796;Premios BAFTA (Reino Unido) ; Mejor actor: ;2011; Colin Firth ; El discurso del Rey ; Kenneth Lonergan
5797;Premios BAFTA (Reino Unido) ; Mejor actor: ;2010; Colin Firth ; Un hombre soltero ; Casey Affleck
5798;Premios BAFTA (Reino Unido) ; Mejor actor: ;2009; Mickey Rourke ; El luchador ; Alejandro González Iñárritu
5799;Premios BAFTA (Reino Unido) ; Mejor actor: ;2008; Daniel Day-Lewis ; Pozos de ambición ; Leonardo DiCaprio
5800;Premios BAFTA (Reino Unido) ; Mejor actor: ;2007; Forest Whitaker ; El último rey de Escocia ; James Marsh
5801;Premios BAFTA (Reino Unido) ; Mejor actor: ;2006; Philip Seymour Hoffman ; Truman Capote ; Eddie Redmayne
5802;Premios BAFTA (Reino Unido) ; Mejor actor: ;2005; Jamie Foxx ; Ray ; Steve McQueen
5803;Premios BAFTA (Reino Unido) ; Mejor actor: ;2004; Bill Murray ; Lost in Translation ; Chiwetel Ejiofor
5804;Premios BAFTA (Reino Unido) ; Mejor actor: ;2003; Daniel Day-Lewis ; Gangs of New York ; Steven Spielberg
5805;Premios BAFTA (Reino Unido) ; Mejor actor: ;2002; Russell Crowe ; Una mente maravillosa ; Daniel Day-Lewis
5806;Premios BAFTA (Reino Unido) ; Mejor actor: ;2001; Jamie Bell ; Billy Elliot (Quiero bailar) ; Michel Hazanavicius
5807;Premios BAFTA (Reino Unido) ; Mejor actor: ;2000; Kevin Spacey ; American Beauty ; Jean Dujardin
5808;Premios BAFTA (Reino Unido) ; Mejor actor: ;1999; Roberto Benigni ; La vida es bella ; Tom Hooper
5809;Premios BAFTA (Reino Unido) ; Mejor actor: ;1998; Robert Carlyle ; Full Monty ; Colin Firth
5810;Premios BAFTA (Reino Unido) ; Mejor actor: ;1997; Geoffrey Rush ; Shine. El resplandor de un genio ; Tom Ford
5811;Premios BAFTA (Reino Unido) ; Mejor actor: ;1996; Nigel Hawthorne ; La locura del rey Jorge ; Colin Firth
5812;Premios BAFTA (Reino Unido) ; Mejor actor: ;1995; Hugh Grant ; Cuatro bodas y un funeral ; Darren Aronofsky
5813;Premios BAFTA (Reino Unido) ; Mejor actor: ;1994; Anthony Hopkins ; Tierras de penumbra ; Mickey Rourke
5814;Premios BAFTA (Reino Unido) ; Mejor actor: ;1993; Robert Downey Jr. ; Chaplin ; Paul Thomas Anderson
5815;Premios BAFTA (Reino Unido) ; Mejor actor: ;1992; Anthony Hopkins ; El silencio de los corderos ; Daniel Day-Lewis
5816;Premios BAFTA (Reino Unido) ; Mejor actor: ;1991; Philippe Noiret ; Cinema Paradiso ; Kevin Macdonald
5817;Premios BAFTA (Reino Unido) ; Mejor actor: ;1990; Daniel Day-Lewis ; Mi pie izquierdo ; Forest Whitaker
5818;Premios BAFTA (Reino Unido) ; Mejor actor: ;1989; John Cleese ; Un pez llamado Wanda ; Bennett Miller
5819;Premios BAFTA (Reino Unido) ; Mejor actor: ;1988; Sean Connery ; El nombre de la rosa ; Philip Seymour Hoffman
5820;Premios BAFTA (Reino Unido) ; Mejor actor: ;1987; Bob Hoskins ; Mona Lisa ; Taylor Hackford
5821;Premios BAFTA (Reino Unido) ; Mejor actor: ;1986; William Hurt ; El beso de la mujer araña ; Jamie Foxx
5822;Premios BAFTA (Reino Unido) ; Mejor actor: ;1985; Dr Haing S Ngor ; Los gritos del silencio ; Sofia Coppola
5823;Premios BAFTA (Reino Unido) ; Mejor actor: ;1984; Dustin Hoffman ; Tootsie ; Bill Murray
5824;Premios BAFTA (Reino Unido) ; Mejor actor: ;1983; Michael Caine ; Educando a Rita ; Martin Scorsese
5825;Premios BAFTA (Reino Unido) ; Mejor actor: ;1982; Ben Kingsley ; Gandhi ; Daniel Day-Lewis
5826;Premios BAFTA (Reino Unido) ; Mejor actor: ;1981; Burt Lancaster ; Atlantic City ; Ron Howard
5827;Premios BAFTA (Reino Unido) ; Mejor actor: ;1980; John Hurt ; El hombre elefante ; Russell Crowe
5828;Premios BAFTA (Reino Unido) ; Mejor actor: ;1979; Jack Lemmon ; El síndrome de China ; Stephen Daldry
5829;Premios BAFTA (Reino Unido) ; Mejor actor: ;1978; Richard Dreyfuss ; La chica del adiós ; Jamie Bell
5830;Premios BAFTA (Reino Unido) ; Mejor actor: ;1977; Peter Finch ; Network, un mundo implacable ; Sam Mendes
5831;Premios BAFTA (Reino Unido) ; Mejor actor: ;1976; Jack Nicholson ; Alguien voló sobre el nido del cuco ; Kevin Spacey
5832;Premios BAFTA (Reino Unido) ; Mejor actor: ;1975; Al Pacino ; El padrino. Parte II ; Roberto Benigni
5833;Premios BAFTA (Reino Unido) ; Mejor actor: ;1974; Al Pacino ; Tarde de perros ; Roberto Benigni
5834;Premios BAFTA (Reino Unido) ; Mejor actor: ;1973; Jack Nicholson ; El último deber ; Peter Cattaneo
5835;Premios BAFTA (Reino Unido) ; Mejor actor: ;1972; Jack Nicholson ; Chinatown ; Robert Carlyle
5836;Premios BAFTA (Reino Unido) ; Mejor actor: ;1971; Walter Matthau ; Risas y lágrimas ; Scott Hicks
5837;Premios BAFTA (Reino Unido) ; Mejor actor: ;1970; Walter Matthau ; La gran estafa ; Geoffrey Rush
5838;Premios BAFTA (Reino Unido) ; Mejor actor: ;1969; Gene Hackman ; La aventura del Poseidón ; Nicholas Hytner
5839;Premios BAFTA (Reino Unido) ; Mejor actor: ;1968; Gene Hackman ; The French Connection. Contra el imperio de la droga ; Nigel Hawthorne
5840;Premios BAFTA (Reino Unido) ; Mejor actor: ;1967; Peter Finch ; Domingo, maldito domingo ; Mike Newell
5841;Premios BAFTA (Reino Unido) ; Mejor actor: ;1966; Robert Redford ; El descenso de la muerte ; Hugh Grant
5842;Premios BAFTA (Reino Unido) ; Mejor actor: ;1965; Robert Redford ; El valle del fugitivo ; Richard Attenborough
5843;Premios BAFTA (Reino Unido) ; Mejor actor: ;1964; Robert Redford ; Dos hombres y un destino ; Anthony Hopkins
5844;Premios BAFTA (Reino Unido) ; Mejor actor: ;1963; Dustin Hoffman ; John y Mary ; Richard Attenborough
5845;Premios BAFTA (Reino Unido) ; Mejor actor: ;1962; Dustin Hoffman ; Cowboy de medianoche ; Robert Downey Jr.
5846;Premios BAFTA (Reino Unido) ; Mejor actor: ;1961; Spencer Tracy ; Adivina quién viene esta noche ; Jonathan Demme
5847;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2023; Cate Blanchett ; TÁR ; Todd Field
5848;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2022; Joanna Scanlan ; Después del amor ; Cate Blanchett
5849;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2021; Frances McDormand ; Nomadland ; Aleem Khan
5850;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2020; Renée Zellweger ; Judy ; Joanna Scanlan
5851;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2019; Olivia Colman ; La favorita ; Chloé Zhao
5852;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2018; Frances McDormand ; Tres anuncios en las afueras ; Frances McDormand
5853;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2017; Emma Stone ; La ciudad de las estrellas (La La Land) ; Rupert Goold
5854;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2016; Brie Larson ; La habitación ; Renée Zellweger
5855;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2015; Julianne Moore ; Siempre Alice ; Yorgos Lanthimos
5856;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2014; Cate Blanchett ; Blue Jasmine ; Olivia Colman
5857;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2013; Emmanuelle Riva ; Amor ; Martin McDonagh
5858;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2012; Meryl Streep ; La dama de hierro ; Frances McDormand
5859;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2011; Natalie Portman ; Cisne negro ; Damien Chazelle
5860;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2010; Carey Mulligan ; An Education ; Emma Stone
5861;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2009; Kate Winslet ; The Reader (El lector) ; Lenny Abrahamson
5862;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2008; Marion Cotillard ; La vida en rosa ; Brie Larson
5863;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2007; Helen Mirren ; The Queen (La reina) ; Richard Glatzer
5864;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2006; Reese Witherspoon ; En la cuerda floja ; Julianne Moore
5865;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2005; Imelda Staunton ; El secreto de Vera Drake ; Woody Allen
5866;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2004; Scarlett Johansson ; Lost in Translation ; Cate Blanchett
5867;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2003; Nicole Kidman ; Las horas ; Michael Haneke
5868;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2002; Judi Dench ; Iris ; Jean-Louis Trintignant
5869;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2001; Julia Roberts ; Erin Brockovich ; Phyllida Lloyd
5870;Premios BAFTA (Reino Unido) ; Mejor actriz: ;2000; Annette Bening ; American Beauty ; Meryl Streep
5871;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1999; Cate Blanchett ; Elizabeth ; Darren Aronofsky
5872;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1998; Judi Dench ; Su Majestad Mrs. Brown ; Natalie Portman
5873;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1997; Brenda Blethyn ; Secretos y mentiras ; Lone Scherfig
5874;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1996; Emma Thompson ; Sentido y sensibilidad ; Carey Mulligan
5875;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1995; Susan Sarandon ; El cliente ; Stephen Daldry
5876;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1994; Holly Hunter ; El piano ; Kate Winslet
5877;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1993; Emma Thompson ; Regreso a Howards End ; Olivier Dahan
5878;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1992; Jodie Foster ; El silencio de los corderos ; Marion Cotillard
5879;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1991; Jessica Tandy ; Paseando a Miss Daisy ; Stephen Frears
5880;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1990; Pauline Collins ; Shirley Valentine ; Helen Mirren
5881;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1989; Maggie Smith ; La solitaria pasión de Judith Hearne ; James Mangold
5882;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1988; Anne Bancroft ; La carta final ; Joaquin Phoenix
5883;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1987; Maggie Smith ; Una habitación con vistas ; Mike Leigh
5884;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1986; Peggy Ashcroft ; Pasaje a la India ; Imelda Staunton
5885;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1985; Maggie Smith ; Función privada ; Sofia Coppola
5886;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1984; Julie Walters ; Educando a Rita ; Bill Murray
5887;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1983; Katharine Hepburn ; En el estanque dorado ; Stephen Daldry
5888;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1982; Meryl Streep ; La mujer del teniente francés ; Meryl Streep
5889;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1981; Judy Davis ; Mi brillante carrera ; Richard Eyre
5890;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1980; Jane Fonda ; El síndrome de China ; Kate Winslet
5891;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1979; Jane Fonda ; Julia ; Steven Soderbergh
5892;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1978; Diane Keaton ; Annie Hall ; Julia Roberts
5893;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1977; Louise Fletcher ; Alguien voló sobre el nido del cuco ; Sam Mendes
5894;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1976; Ellen Burstyn ; Alicia ya no vive aquí ; Kevin Spacey
5895;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1975; Joanne Woodward ; Deseos de verano, sueños de invierno ; Shekhar Kapur
5896;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1974; Stéphane Audran ; El discreto encanto de la burguesía ; Cate Blanchett
5897;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1973; Stéphane Audran ; Al anochecer ; John Madden
5898;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1972; Liza Minnelli ; Cabaret ; Judi Dench
5899;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1971; Glenda Jackson ; Domingo, maldito domingo ; Mike Leigh
5900;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1970; Katharine Ross ; El valle del fugitivo ; Brenda Blethyn
5901;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1969; Katharine Ross ; Dos hombres y un destino ; Ang Lee
5902;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1968; Maggie Smith ; Los mejores años de Miss Brodie ; Emma Thompson
5903;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1967; Katharine Hepburn ; Adivina quién viene esta noche ; Joel Schumacher
5904;Premios BAFTA (Reino Unido) ; Mejor actriz: ;1966; Katharine Hepburn ; El león en invierno ; Brad Renfro
5905;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2023; Barry Keoghan ; Almas en pena de Inisherin ; Martin McDonagh
5906;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2022; Troy Kotsur ; CODA: Los sonidos del silencio ; Colin Farrell
5907;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2021; Daniel Kaluuya ; Judas y el mesías negro ; Siân Heder
5908;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2020; Brad Pitt ; Érase una vez en... Hollywood ; Emilia Jones
5909;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2019; Mahershala Ali ; Green Book ; Shaka King
5910;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2018; Sam Rockwell ; Tres anuncios en las afueras ; Daniel Kaluuya
5911;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2017; Dev Patel ; Lion ; Quentin Tarantino
5912;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2016; Mark Rylance ; El puente de los espías ; Leonardo DiCaprio
5913;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2015; J.K. Simmons ; Whiplash ; Peter Farrelly
5914;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2014; Barkhad Abdi ; Capitán Phillips ; Viggo Mortensen
5915;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2013; Christoph Waltz ; Django desencadenado ; Martin McDonagh
5916;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2012; Christopher Plummer ; Beginners (Principiantes) ; Frances McDormand
5917;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2011; Geoffrey Rush ; El discurso del Rey ; Garth Davis
5918;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2010; Christoph Waltz ; Malditos bastardos ; Dev Patel
5919;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2009; Heath Ledger ; El caballero oscuro ; Steven Spielberg
5920;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2008; Javier Bardem ; No es país para viejos ; Tom Hanks
5921;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2007; Alan Arkin ; Pequeña Miss Sunshine ; Damien Chazelle
5922;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2006; Jake Gyllenhaal ; Brokeback Mountain (En terreno vedado) ; Miles Teller
5923;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2005; Clive Owen ; Cegados por el deseo (Closer) ; Paul Greengrass
5924;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2004; Bill Nighy ; Love Actually ; Tom Hanks
5925;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2003; Christopher Walken ; Atrápame si puedes ; Quentin Tarantino
5926;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2002; Jim Broadbent ; Moulin Rouge ; Jamie Foxx
5927;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2001; Benicio del Toro ; Traffic ; Mike Mills
5928;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;2000; Jude Law ; El talento de Mr. Ripley ; Ewan McGregor
5929;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1999; Geoffrey Rush ; Elizabeth ; Tom Hooper
5930;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1998; Tom Wilkinson ; Full Monty ; Colin Firth
5931;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1997; Paul Scofield ; El crisol ; Quentin Tarantino
5932;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1996; Tim Roth ; Rob Roy, la pasión de un rebelde ; Brad Pitt
5933;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1995; Samuel L. Jackson ; Pulp Fiction ; Christopher Nolan
5934;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1994; Ralph Fiennes ; La lista de Schindler ; Christian Bale
5935;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1993; Gene Hackman ; Sin perdón ; Joel Coen
5936;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1992; Alan Rickman ; Robin Hood, príncipe de los ladrones ; Josh Brolin
5937;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1991; Salvatore Cascio ; Cinema Paradiso ; Jonathan Dayton
5938;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1990; Ray McAnally ; Mi pie izquierdo ; Abigail Breslin
5939;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1989; Michael Palin ; Un pez llamado Wanda ; Ang Lee
5940;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1988; Daniel Auteuil ; El manantial de las colinas ; Heath Ledger
5941;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1987; Ray McAnally ; La misión ; Mike Nichols
5942;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1986; Denholm Elliott ; En defensa del reino ; Julia Roberts
5943;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1985; Denholm Elliott ; Función privada ; Richard Curtis
5944;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1984; Denholm Elliott ; Entre pillos anda el juego ; Hugh Grant
5945;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1983; Jack Nicholson ; Rojos ; Steven Spielberg
5946;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1982; Robert Duvall ; Apocalypse Now ; Leonardo DiCaprio
5947;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1981; John Hurt ; El expreso de medianoche ; Baz Luhrmann
5948;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1980; Edward Fox ; Un puente lejano ; Nicole Kidman
5949;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1979; Brad Dourif ; Alguien voló sobre el nido del cuco ; Steven Soderbergh
5950;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1978; Fred Astaire ; El coloso en llamas ; Michael Douglas
5951;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1977; John Gielgud ; Asesinato en el Orient Express ; Anthony Minghella
5952;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1976; Arthur Lowe ; Un hombre de suerte ; Matt Damon
5953;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1975; Ben Johnson ; La última película ; Shekhar Kapur
5954;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1974; Edward Fox ; El mensajero ; Cate Blanchett
5955;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1973; Colin Welland ; Kes ; Peter Cattaneo
5956;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1972; Laurence Olivier ; ¡Oh, qué guerra tan bonita! ; Robert Carlyle
5957;Premios BAFTA (Reino Unido) ; Mejor actor secundario: ;1971; Ian Holm ; El cañón Bofors ; Nicholas Hytner
5958;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2023; Kerry Condon ; Almas en pena de Inisherin ; Martin McDonagh
5959;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2022; Ariana DeBose ; West Side Story ; Colin Farrell
5960;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2021; Youn Yuh-jung ; Minari. Historia de mi familia ; Steven Spielberg
5961;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2020; Laura Dern ; Historia de un matrimonio ; Rachel Zegler
5962;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2019; Rachel Weisz ; La favorita ; Lee Isaac Chung
5963;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2018; Allison Janney ; Yo, Tonya ; Steven Yeun
5964;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2017; Viola Davis ; Fences ; Noah Baumbach
5965;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2016; Kate Winslet ; Steve Jobs ; Scarlett Johansson
5966;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2015; Patricia Arquette ; Boyhood (Momentos de una vida) ; Yorgos Lanthimos
5967;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2014; Jennifer Lawrence ; La gran estafa americana ; Olivia Colman
5968;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2013; Anne Hathaway ; Los miserables ; Craig Gillespie
5969;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2012; Octavia Spencer ; Criadas y señoras ; Margot Robbie
5970;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2011; Helena Bonham Carter ; El discurso del Rey ; Denzel Washington
5971;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2010; Mo'Nique ; Precious ; Denzel Washington
5972;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2009; Penélope Cruz ; Vicky Cristina Barcelona ; Danny Boyle
5973;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2008; Tilda Swinton ; Michael Clayton ; Michael Fassbender
5974;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2007; Jennifer Hudson ; Dreamgirls ; Richard Linklater
