,puntuacion,total_premios,razzie,director,guion,musica,fotografia,reparto_1,reparto_2,reparto_3,reparto_4,reparto_5,duracion,year,accion,aventuras,belico,ciencia ficcion,cine negro,comedia,drama,fantastico,infantil,intriga,musical,romance,terror,thriller,western,pais
11036,5.0,0,0,0,1,0,0,0,2,2,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11037,6.3,0,0,0,0,0,0,4,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
11038,6.1,5,0,1,0,17,1,1,4,0,4,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11040,7.3,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5177
11041,6.4,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174
11042,6.9,1,0,0,0,17,0,2,1,3,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
11044,4.0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1042
11045,7.0,0,0,1,0,0,1,1,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60
11046,3.8,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
11047,4.3,0,0,0,0,0,0,0,2,0,0,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11048,4.9,0,0,0,0,0,1,0,2,2,0,2,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11049,6.4,0,0,1,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42
11050,4.5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
11051,7.0,6,0,3,1,0,8,5,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
11053,7.4,1,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
11054,6.2,2,0,1,0,0,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,717
11055,5.1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,717
11056,6.4,0,0,3,0,0,1,6,4,0,5,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
11058,6.8,1,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5177
11059,4.7,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
11060,7.1,2,0,3,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42
11061,5.0,1,0,0,1,0,2,2,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,174
11062,6.5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23
11063,3.9,0,0,0,0,1,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24
11064,6.6,0,0,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77
11065,6.4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11066,7.1,1,0,0,0,4,0,1,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11068,6.7,0,0,0,0,13,8,1,0,0,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11070,6.6,0,0,0,0,0,0,3,7,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
11071,3.8,0,0,0,0,0,0,0,4,5,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
11072,5.1,0,0,0,0,1,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,886
11073,7.1,15,0,0,0,0,4,0,4,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
11074,7.2,0,0,1,1,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
11075,4.7,0,0,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
11076,7.0,0,0,1,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
11077,4.7,0,0,2,0,1,0,1,2,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,717
11078,5.1,0,0,0,0,0,0,8,1,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11079,5.2,0,0,0,1,6,0,7,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
11081,7.5,7,0,3,2,0,1,2,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77
11082,5.1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11083,7.6,0,0,0,0,0,0,5,1,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11084,6.1,0,0,0,0,0,0,1,2,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
11085,6.4,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150
11086,6.1,3,0,1,0,6,1,1,0,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
11087,3.8,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
11088,4.5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
11089,3.7,0,0,0,1,0,0,5,0,0,1,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11090,5.2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
11091,5.6,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
11092,6.4,10,0,1,0,1,1,0,1,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21
11093,5.0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
11094,6.4,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,213
11095,6.0,0,0,0,0,1,0,2,6,10,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,886
11096,6.4,3,0,0,0,0,4,3,2,2,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11097,3.7,0,0,0,0,0,0,0,4,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,886
11098,5.5,0,0,1,0,0,0,2,0,10,1,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
11099,7.4,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21
11100,4.3,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5177
11101,8.1,0,0,2,1,0,0,0,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5177
11102,5.5,0,0,0,0,0,0,5,7,0,2,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11103,4.0,1,2,0,1,0,0,0,7,3,0,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11104,7.0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11105,5.5,0,0,0,0,0,0,0,0,3,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
11106,6.5,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17
11107,4.6,0,0,0,0,0,0,0,1,1,0,7,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
11108,3.8,3,5,0,0,1,1,5,0,2,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,886
11109,7.8,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5177
11110,5.0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,141
11111,6.5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
11112,5.1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43
11113,5.1,0,0,0,0,0,0,0,2,0,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11114,7.0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5177
11115,5.5,0,0,0,0,0,2,0,0,0,5,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
11116,6.6,0,0,0,0,0,0,7,0,0,2,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11117,7.1,0,0,3,1,0,2,2,0,0,1,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
11118,6.1,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
11119,7.8,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
11120,5.2,0,0,0,0,1,2,1,2,1,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11122,4.4,0,0,0,0,0,1,2,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11123,5.0,0,0,0,0,1,0,2,2,5,1,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11124,7.3,4,0,2,1,0,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77
11125,5.2,1,0,0,0,0,0,1,1,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
11126,6.8,9,0,3,2,0,0,4,0,0,3,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5177
11127,6.5,1,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,886
11128,4.7,0,0,0,0,0,0,1,3,0,0,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11129,6.1,1,0,0,0,0,0,1,5,0,0,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24
11130,4.4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
11131,7.7,1,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174
11132,6.1,6,0,4,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89
11133,5.1,0,0,0,0,0,0,9,3,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886
11134,7.0,5,0,1,0,6,0,3,5,1,2,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11136,7.7,0,0,5,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42
11137,5.5,0,0,1,0,1,0,1,3,0,3,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
11139,4.4,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11140,7.7,1,0,0,0,1,0,1,1,5,0,3,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5177
11141,7.0,6,0,4,1,17,1,2,0,1,7,2,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
11144,6.1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150
11145,4.5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27
11146,6.3,0,0,3,1,2,1,1,1,1,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141
11147,6.4,1,0,2,2,0,0,6,0,3,4,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
11149,5.4,0,0,0,0,0,1,6,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,886
11150,5.1,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
11151,7.3,0,0,2,0,0,0,0,0,0,0,18,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,886
11152,6.1,2,0,0,0,0,0,3,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
11153,5.5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,213
11154,5.4,0,0,0,0,0,0,5,0,1,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5177
11155,3.8,0,0,2,0,0,0,1,5,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
11156,6.4,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5177
11157,7.0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,886
11158,5.6,0,0,0,0,0,0,1,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,886
11159,4.2,0,0,0,0,1,1,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
11160,6.6,0,0,1,0,0,2,4,0,0,1,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
11161,5.5,0,0,0,0,0,0,19,3,0,0,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11162,6.3,1,0,4,0,13,2,2,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
11163,7.3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
11164,5.6,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89
11165,6.5,1,0,1,0,0,2,1,3,4,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5177
11166,6.6,0,0,0,0,1,0,0,0,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5177
11168,7.8,0,0,0,1,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141
11169,6.6,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
11170,6.8,0,0,1,0,17,0,1,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,314
11172,7.5,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,213
11173,6.7,2,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
11174,6.4,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5177
11175,7.1,3,0,5,0,3,1,4,3,1,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1042
11176,5.4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
11177,5.2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
11178,4.2,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
11179,6.4,0,0,0,0,0,0,0,0,4,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
11180,5.5,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
11181,4.4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
11182,6.3,0,0,0,0,0,1,10,3,0,0,2,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23
11184,7.4,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60
11185,6.1,0,0,0,1,0,0,0,2,0,0,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150
11186,6.6,0,0,1,0,0,0,5,6,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11187,6.6,0,0,0,0,1,0,3,5,0,1,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5177
11188,7.2,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,102
11189,5.1,0,0,0,1,0,1,3,10,5,2,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5177
11190,4.3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
11191,3.8,0,0,0,0,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
11192,6.5,0,0,0,0,2,5,4,3,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,886
11194,6.4,0,0,2,3,4,0,3,4,5,4,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11196,6.6,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,886
11198,5.0,0,0,0,0,9,4,4,10,1,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
11202,6.4,2,0,0,3,6,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
11204,4.7,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
11205,4.4,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11206,6.3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
11207,4.8,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
11208,6.1,0,0,0,0,0,1,5,3,2,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141
11209,7.1,6,0,4,1,17,1,9,0,0,3,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,314
11212,4.1,0,0,0,0,0,0,2,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11215,7.5,0,0,0,0,1,0,3,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11216,4.1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
11217,4.4,0,0,0,0,0,0,0,1,4,0,3,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11218,5.5,0,0,4,0,1,0,1,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11219,6.4,0,0,0,0,0,3,2,0,1,0,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
11220,6.1,0,0,0,0,1,2,0,1,2,0,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41
11221,7.4,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25
11222,4.5,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11223,4.1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25
11224,7.0,1,0,0,0,1,0,1,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141
11226,6.5,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22
11227,5.5,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11228,7.1,1,0,0,0,0,0,2,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11229,6.6,0,0,0,0,0,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
11230,6.6,5,0,3,2,1,0,6,2,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21
11232,5.1,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11233,6.1,1,0,5,0,3,1,1,0,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
11234,6.4,1,0,1,0,0,0,0,3,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11235,6.4,0,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5177
11236,7.0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
11237,5.1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
11238,6.2,0,0,0,1,0,0,4,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
11239,7.1,0,0,1,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,717
11240,3.7,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,174
11241,5.4,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11242,4.2,0,0,1,0,0,0,6,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
11243,4.9,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5177
11244,7.4,0,0,0,3,3,1,4,5,1,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11245,4.1,0,0,0,0,0,0,4,0,0,4,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11246,7.1,0,0,6,1,13,5,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
11247,5.1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11248,6.4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,886
11249,4.3,0,0,0,0,0,0,3,10,0,0,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,886
11250,6.4,0,0,0,0,0,0,3,1,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
11251,6.2,0,0,6,0,0,2,0,7,2,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11252,7.8,0,0,3,8,0,0,5,0,9,4,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11254,4.9,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,141
11255,7.0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31
11256,5.0,3,0,0,0,0,0,2,2,0,2,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11257,4.3,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
11258,7.0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25
11259,6.3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,213
11260,4.3,0,0,0,0,0,0,0,5,2,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11261,7.9,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11262,7.0,1,0,0,0,1,0,1,1,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174
11263,6.7,0,0,1,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60
11264,4.2,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11265,7.8,0,0,2,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5177
11267,5.6,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
11268,6.6,0,0,0,0,0,1,4,0,0,4,4,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
11269,6.7,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,150
11270,6.7,0,0,5,0,0,1,9,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,886
11271,5.1,0,0,0,0,0,0,0,4,0,4,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,886
11272,6.2,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
11273,6.4,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11274,6.6,0,0,0,1,0,0,0,1,0,0,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
11275,6.1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
11276,5.0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
11277,6.4,0,0,0,0,0,1,7,7,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
